date,day_of_week,shift,department,patients_arrived,staff_on_duty,wait_time_min
2025-07-21,Monday,Afternoon (3pm-11pm),ICU,7,3,9.0
2025-07-21,Monday,Night (11pm-7am),ICU,9,5,12.5
2025-07-22,Tuesday,Morning (7am-3pm),Emergency,52,7,15.6
2025-07-22,Tuesday,Afternoon (3pm-11pm),Emergency,50,7,24.5
2025-07-22,Tuesday,Night (11pm-7am),Emergency,44,6,17.3
2025-07-22,Tuesday,Morning (7am-3pm),Outpatient,71,18,5.0
2025-07-22,Tuesday,Afternoon (3pm-11pm),Outpatient,62,15,11.9
2025-07-22,Tuesday,Night (11pm-7am),Outpatient,0,1,5.0
2025-07-22,Tuesday,Morning (7am-3pm),Surgery,8,3,22.5
2025-07-22,Tuesday,Afternoon (3pm-11pm),Surgery,6,1,23.4
2025-07-22,Tuesday,Night (11pm-7am),Surgery,1,1,7.0
2025-07-22,Tuesday,Morning (7am-3pm),Maternity,15,2,22.8
2025-07-22,Tuesday,Afternoon (3pm-11pm),Maternity,17,3,16.2
2025-07-22,Tuesday,Night (11pm-7am),Maternity,12,2,28.2
2025-07-22,Tuesday,Morning (7am-3pm),Pediatrics,37,6,19.8
2025-07-22,Tuesday,Afternoon (3pm-11pm),Pediatrics,24,4,17.2
2025-07-22,Tuesday,Night (11pm-7am),Pediatrics,18,4,17.8
2025-07-22,Tuesday,Morning (7am-3pm),ICU,8,4,7.9
2025-07-22,Tuesday,Afternoon (3pm-11pm),ICU,8,3,5.0
2025-07-22,Tuesday,Night (11pm-7am),ICU,7,4,6.9
2025-07-23,Wednesday,Morning (7am-3pm),Emergency,56,10,20.6
2025-07-23,Wednesday,Afternoon (3pm-11pm),Emergency,45,6,21.3
2025-07-23,Wednesday,Night (11pm-7am),Emergency,40,6,23.4
2025-07-23,Wednesday,Morning (7am-3pm),Outpatient,74,19,13.4
2025-07-23,Wednesday,Afternoon (3pm-11pm),Outpatient,62,14,11.6
2025-07-23,Wednesday,Night (11pm-7am),Outpatient,0,1,5.0
2025-07-23,Wednesday,Morning (7am-3pm),Surgery,7,3,18.2
2025-07-23,Wednesday,Afternoon (3pm-11pm),Surgery,5,2,5.0
2025-07-23,Wednesday,Night (11pm-7am),Surgery,1,1,5.0
2025-07-23,Wednesday,Morning (7am-3pm),Maternity,9,1,33.0
2025-07-23,Wednesday,Afternoon (3pm-11pm),Maternity,16,5,5.0
2025-07-23,Wednesday,Night (11pm-7am),Maternity,9,2,8.0
2025-07-23,Wednesday,Morning (7am-3pm),Pediatrics,33,6,11.2
2025-07-23,Wednesday,Afternoon (3pm-11pm),Pediatrics,20,4,22.7
2025-07-23,Wednesday,Night (11pm-7am),Pediatrics,12,2,23.3
2025-07-23,Wednesday,Morning (7am-3pm),ICU,9,4,5.0
2025-07-23,Wednesday,Afternoon (3pm-11pm),ICU,10,4,13.7
2025-07-23,Wednesday,Night (11pm-7am),ICU,6,3,11.5
2025-07-24,Thursday,Morning (7am-3pm),Emergency,48,9,6.6
2025-07-24,Thursday,Afternoon (3pm-11pm),Emergency,65,11,15.0
2025-07-24,Thursday,Night (11pm-7am),Emergency,38,7,21.5
2025-07-24,Thursday,Morning (7am-3pm),Outpatient,91,23,8.8
2025-07-24,Thursday,Afternoon (3pm-11pm),Outpatient,67,16,14.7
2025-07-24,Thursday,Night (11pm-7am),Outpatient,0,1,8.4
2025-07-24,Thursday,Morning (7am-3pm),Surgery,8,1,31.6
2025-07-24,Thursday,Afternoon (3pm-11pm),Surgery,5,1,23.2
2025-07-24,Thursday,Night (11pm-7am),Surgery,2,1,5.0
2025-07-24,Thursday,Morning (7am-3pm),Maternity,14,4,5.0
2025-07-24,Thursday,Afternoon (3pm-11pm),Maternity,12,2,10.5
2025-07-24,Thursday,Night (11pm-7am),Maternity,8,3,5.0
2025-07-24,Thursday,Morning (7am-3pm),Pediatrics,29,6,19.5
2025-07-24,Thursday,Afternoon (3pm-11pm),Pediatrics,25,5,5.0
2025-07-24,Thursday,Night (11pm-7am),Pediatrics,19,4,14.9
2025-07-24,Thursday,Morning (7am-3pm),ICU,7,4,5.0
2025-07-24,Thursday,Afternoon (3pm-11pm),ICU,7,4,5.0
2025-07-24,Thursday,Night (11pm-7am),ICU,6,3,5.0
2025-07-25,Friday,Morning (7am-3pm),Emergency,41,7,24.0
2025-07-25,Friday,Afternoon (3pm-11pm),Emergency,46,8,34.3
2025-07-25,Friday,Night (11pm-7am),Emergency,36,5,22.9
2025-07-25,Friday,Morning (7am-3pm),Outpatient,80,19,10.1
2025-07-25,Friday,Afternoon (3pm-11pm),Outpatient,58,14,24.1
2025-07-25,Friday,Night (11pm-7am),Outpatient,0,1,5.0
2025-07-25,Friday,Morning (7am-3pm),Surgery,8,2,8.1
2025-07-25,Friday,Afternoon (3pm-11pm),Surgery,7,3,14.7
2025-07-25,Friday,Night (11pm-7am),Surgery,1,1,5.0
2025-07-25,Friday,Morning (7am-3pm),Maternity,12,2,40.7
2025-07-25,Friday,Afternoon (3pm-11pm),Maternity,16,3,16.3
2025-07-25,Friday,Night (11pm-7am),Maternity,10,2,5.0
2025-07-25,Friday,Morning (7am-3pm),Pediatrics,29,6,15.4
2025-07-25,Friday,Afternoon (3pm-11pm),Pediatrics,23,5,15.6
2025-07-25,Friday,Night (11pm-7am),Pediatrics,14,3,5.0
2025-07-25,Friday,Morning (7am-3pm),ICU,8,5,5.0
2025-07-25,Friday,Afternoon (3pm-11pm),ICU,8,3,8.4
2025-07-25,Friday,Night (11pm-7am),ICU,9,5,5.0
2025-07-26,Saturday,Morning (7am-3pm),Emergency,47,7,26.6
2025-07-26,Saturday,Afternoon (3pm-11pm),Emergency,72,12,19.1
2025-07-26,Saturday,Night (11pm-7am),Emergency,52,8,36.6
2025-07-26,Saturday,Morning (7am-3pm),Outpatient,37,8,5.0
2025-07-26,Saturday,Afternoon (3pm-11pm),Outpatient,22,5,14.7
2025-07-26,Saturday,Night (11pm-7am),Outpatient,0,1,5.0
2025-07-26,Saturday,Morning (7am-3pm),Surgery,9,2,5.0
2025-07-26,Saturday,Afternoon (3pm-11pm),Surgery,5,2,11.7
2025-07-26,Saturday,Night (11pm-7am),Surgery,1,1,5.0
2025-07-26,Saturday,Morning (7am-3pm),Maternity,13,4,5.6
2025-07-26,Saturday,Afternoon (3pm-11pm),Maternity,18,3,15.0
2025-07-26,Saturday,Night (11pm-7am),Maternity,10,1,34.5
2025-07-26,Saturday,Morning (7am-3pm),Pediatrics,31,7,17.4
2025-07-26,Saturday,Afternoon (3pm-11pm),Pediatrics,33,7,23.1
2025-07-26,Saturday,Night (11pm-7am),Pediatrics,11,3,11.5
2025-07-26,Saturday,Morning (7am-3pm),ICU,5,3,10.7
2025-07-26,Saturday,Afternoon (3pm-11pm),ICU,5,2,5.0
2025-07-26,Saturday,Night (11pm-7am),ICU,9,3,5.0
2025-07-27,Sunday,Morning (7am-3pm),Emergency,48,9,19.3
2025-07-27,Sunday,Afternoon (3pm-11pm),Emergency,68,10,26.5
2025-07-27,Sunday,Night (11pm-7am),Emergency,43,7,20.9
2025-07-27,Sunday,Morning (7am-3pm),Outpatient,30,7,13.7
2025-07-27,Sunday,Afternoon (3pm-11pm),Outpatient,30,6,22.4
2025-07-27,Sunday,Night (11pm-7am),Outpatient,0,1,5.0
2025-07-27,Sunday,Morning (7am-3pm),Surgery,5,2,5.0
2025-07-27,Sunday,Afternoon (3pm-11pm),Surgery,6,3,5.0
2025-07-27,Sunday,Night (11pm-7am),Surgery,1,1,5.0
2025-07-27,Sunday,Morning (7am-3pm),Maternity,7,1,20.8
2025-07-27,Sunday,Afternoon (3pm-11pm),Maternity,18,4,23.9
2025-07-27,Sunday,Night (11pm-7am),Maternity,10,3,9.6
2025-07-27,Sunday,Morning (7am-3pm),Pediatrics,31,6,20.8
2025-07-27,Sunday,Afternoon (3pm-11pm),Pediatrics,29,6,13.9
2025-07-27,Sunday,Night (11pm-7am),Pediatrics,16,3,22.5
2025-07-27,Sunday,Morning (7am-3pm),ICU,6,4,13.5
2025-07-27,Sunday,Afternoon (3pm-11pm),ICU,6,4,5.0
2025-07-27,Sunday,Night (11pm-7am),ICU,7,4,11.4
2025-07-28,Monday,Morning (7am-3pm),Emergency,42,8,9.9
2025-07-28,Monday,Afternoon (3pm-11pm),Emergency,67,12,5.0
2025-07-28,Monday,Night (11pm-7am),Emergency,38,7,11.1
2025-07-28,Monday,Morning (7am-3pm),Outpatient,66,16,5.0
2025-07-28,Monday,Afternoon (3pm-11pm),Outpatient,73,18,9.7
2025-07-28,Monday,Night (11pm-7am),Outpatient,0,1,9.1
2025-07-28,Monday,Morning (7am-3pm),Surgery,7,2,17.7
2025-07-28,Monday,Afternoon (3pm-11pm),Surgery,6,3,5.0
2025-07-28,Monday,Night (11pm-7am),Surgery,2,1,5.7
2025-07-28,Monday,Morning (7am-3pm),Maternity,10,2,8.3
2025-07-28,Monday,Afternoon (3pm-11pm),Maternity,16,3,16.8
2025-07-28,Monday,Night (11pm-7am),Maternity,8,1,35.4
2025-07-28,Monday,Morning (7am-3pm),Pediatrics,30,5,22.3
2025-07-28,Monday,Afternoon (3pm-11pm),Pediatrics,23,5,27.3
2025-07-28,Monday,Night (11pm-7am),Pediatrics,15,4,5.0
2025-07-28,Monday,Morning (7am-3pm),ICU,9,5,7.1
2025-07-28,Monday,Afternoon (3pm-11pm),ICU,8,3,13.7
2025-07-28,Monday,Night (11pm-7am),ICU,8,5,15.9
2025-07-29,Tuesday,Morning (7am-3pm),Emergency,46,7,15.2
2025-07-29,Tuesday,Afternoon (3pm-11pm),Emergency,62,11,19.0
2025-07-29,Tuesday,Night (11pm-7am),Emergency,35,5,29.6
2025-07-29,Tuesday,Morning (7am-3pm),Outpatient,80,19,5.0
2025-07-29,Tuesday,Afternoon (3pm-11pm),Outpatient,52,13,10.5
2025-07-29,Tuesday,Night (11pm-7am),Outpatient,0,1,5.0
2025-07-29,Tuesday,Morning (7am-3pm),Surgery,11,3,5.0
2025-07-29,Tuesday,Afternoon (3pm-11pm),Surgery,6,3,5.0
2025-07-29,Tuesday,Night (11pm-7am),Surgery,1,1,5.0
2025-07-29,Tuesday,Morning (7am-3pm),Maternity,12,3,7.9
2025-07-29,Tuesday,Afternoon (3pm-11pm),Maternity,17,4,15.7
2025-07-29,Tuesday,Night (11pm-7am),Maternity,9,3,7.7
2025-07-29,Tuesday,Morning (7am-3pm),Pediatrics,32,5,13.9
2025-07-29,Tuesday,Afternoon (3pm-11pm),Pediatrics,23,3,40.2
2025-07-29,Tuesday,Night (11pm-7am),Pediatrics,15,2,19.4
2025-07-29,Tuesday,Morning (7am-3pm),ICU,9,3,5.0
2025-07-29,Tuesday,Afternoon (3pm-11pm),ICU,6,3,10.1
2025-07-29,Tuesday,Night (11pm-7am),ICU,8,4,31.7
2025-07-30,Wednesday,Morning (7am-3pm),Emergency,45,6,29.4
2025-07-30,Wednesday,Afternoon (3pm-11pm),Emergency,61,9,10.5
2025-07-30,Wednesday,Night (11pm-7am),Emergency,37,6,23.5
2025-07-30,Wednesday,Morning (7am-3pm),Outpatient,77,20,7.4
2025-07-30,Wednesday,Afternoon (3pm-11pm),Outpatient,47,10,16.2
2025-07-30,Wednesday,Night (11pm-7am),Outpatient,0,1,5.0
2025-07-30,Wednesday,Morning (7am-3pm),Surgery,6,3,5.0
2025-07-30,Wednesday,Afternoon (3pm-11pm),Surgery,4,1,18.4
2025-07-30,Wednesday,Night (11pm-7am),Surgery,1,1,5.4
2025-07-30,Wednesday,Morning (7am-3pm),Maternity,10,1,21.4
2025-07-30,Wednesday,Afternoon (3pm-11pm),Maternity,18,5,21.9
2025-07-30,Wednesday,Night (11pm-7am),Maternity,7,2,8.0
2025-07-30,Wednesday,Morning (7am-3pm),Pediatrics,30,6,19.4
2025-07-30,Wednesday,Afternoon (3pm-11pm),Pediatrics,28,6,14.1
2025-07-30,Wednesday,Night (11pm-7am),Pediatrics,12,1,41.9
2025-07-30,Wednesday,Morning (7am-3pm),ICU,6,4,5.0
2025-07-30,Wednesday,Afternoon (3pm-11pm),ICU,5,3,5.0
2025-07-30,Wednesday,Night (11pm-7am),ICU,6,3,5.0
2025-07-31,Thursday,Morning (7am-3pm),Emergency,51,8,21.3
2025-07-31,Thursday,Afternoon (3pm-11pm),Emergency,54,8,21.7
2025-07-31,Thursday,Night (11pm-7am),Emergency,30,6,25.8
2025-07-31,Thursday,Morning (7am-3pm),Outpatient,92,23,18.4
2025-07-31,Thursday,Afternoon (3pm-11pm),Outpatient,65,16,17.7
2025-07-31,Thursday,Night (11pm-7am),Outpatient,0,1,5.0
2025-07-31,Thursday,Morning (7am-3pm),Surgery,6,3,8.7
2025-07-31,Thursday,Afternoon (3pm-11pm),Surgery,6,3,9.9
2025-07-31,Thursday,Night (11pm-7am),Surgery,2,1,5.0
2025-07-31,Thursday,Morning (7am-3pm),Maternity,12,2,31.5
2025-07-31,Thursday,Afternoon (3pm-11pm),Maternity,14,3,20.3
2025-07-31,Thursday,Night (11pm-7am),Maternity,11,2,15.8
2025-07-31,Thursday,Morning (7am-3pm),Pediatrics,36,7,18.1
2025-07-31,Thursday,Afternoon (3pm-11pm),Pediatrics,20,5,22.9
2025-07-31,Thursday,Night (11pm-7am),Pediatrics,14,2,24.6
2025-07-31,Thursday,Morning (7am-3pm),ICU,6,3,9.1
2025-07-31,Thursday,Afternoon (3pm-11pm),ICU,8,3,5.0
2025-07-31,Thursday,Night (11pm-7am),ICU,6,4,5.0
2025-08-01,Friday,Morning (7am-3pm),Emergency,44,7,22.2
2025-08-01,Friday,Afternoon (3pm-11pm),Emergency,64,9,26.5
2025-08-01,Friday,Night (11pm-7am),Emergency,30,4,20.5
2025-08-01,Friday,Morning (7am-3pm),Outpatient,75,18,18.4
2025-08-01,Friday,Afternoon (3pm-11pm),Outpatient,52,14,6.1
2025-08-01,Friday,Night (11pm-7am),Outpatient,0,1,5.0
2025-08-01,Friday,Morning (7am-3pm),Surgery,8,2,6.6
2025-08-01,Friday,Afternoon (3pm-11pm),Surgery,5,1,37.1
2025-08-01,Friday,Night (11pm-7am),Surgery,2,1,11.2
2025-08-01,Friday,Morning (7am-3pm),Maternity,9,1,25.9
2025-08-01,Friday,Afternoon (3pm-11pm),Maternity,16,5,8.3
2025-08-01,Friday,Night (11pm-7am),Maternity,9,1,19.3
2025-08-01,Friday,Morning (7am-3pm),Pediatrics,37,7,21.6
2025-08-01,Friday,Afternoon (3pm-11pm),Pediatrics,19,2,43.4
2025-08-01,Friday,Night (11pm-7am),Pediatrics,12,2,10.6
2025-08-01,Friday,Morning (7am-3pm),ICU,6,4,14.3
2025-08-01,Friday,Afternoon (3pm-11pm),ICU,8,4,11.8
2025-08-01,Friday,Night (11pm-7am),ICU,7,2,5.6
2025-08-02,Saturday,Morning (7am-3pm),Emergency,63,11,18.0
2025-08-02,Saturday,Afternoon (3pm-11pm),Emergency,60,10,24.7
2025-08-02,Saturday,Night (11pm-7am),Emergency,46,6,10.7
2025-08-02,Saturday,Morning (7am-3pm),Outpatient,35,8,13.0
2025-08-02,Saturday,Afternoon (3pm-11pm),Outpatient,24,5,18.5
2025-08-02,Saturday,Night (11pm-7am),Outpatient,0,1,5.1
2025-08-02,Saturday,Morning (7am-3pm),Surgery,10,3,9.7
2025-08-02,Saturday,Afternoon (3pm-11pm),Surgery,5,2,5.0
2025-08-02,Saturday,Night (11pm-7am),Surgery,1,1,5.0
2025-08-02,Saturday,Morning (7am-3pm),Maternity,11,3,5.0
2025-08-02,Saturday,Afternoon (3pm-11pm),Maternity,15,2,29.2
2025-08-02,Saturday,Night (11pm-7am),Maternity,10,1,33.7
2025-08-02,Saturday,Morning (7am-3pm),Pediatrics,30,6,24.3
2025-08-02,Saturday,Afternoon (3pm-11pm),Pediatrics,21,5,10.0
2025-08-02,Saturday,Night (11pm-7am),Pediatrics,18,2,39.1
2025-08-02,Saturday,Morning (7am-3pm),ICU,6,4,34.0
2025-08-02,Saturday,Afternoon (3pm-11pm),ICU,6,3,7.1
2025-08-02,Saturday,Night (11pm-7am),ICU,8,4,5.0
2025-08-03,Sunday,Morning (7am-3pm),Emergency,52,9,10.5
2025-08-03,Sunday,Afternoon (3pm-11pm),Emergency,65,11,17.3
2025-08-03,Sunday,Night (11pm-7am),Emergency,42,6,17.1
2025-08-03,Sunday,Morning (7am-3pm),Outpatient,22,4,23.7
2025-08-03,Sunday,Afternoon (3pm-11pm),Outpatient,26,6,5.0
2025-08-03,Sunday,Night (11pm-7am),Outpatient,0,1,6.1
2025-08-03,Sunday,Morning (7am-3pm),Surgery,8,3,27.2
2025-08-03,Sunday,Afternoon (3pm-11pm),Surgery,7,2,5.0
2025-08-03,Sunday,Night (11pm-7am),Surgery,2,1,24.9
2025-08-03,Sunday,Morning (7am-3pm),Maternity,13,4,14.6
2025-08-03,Sunday,Afternoon (3pm-11pm),Maternity,17,5,16.5
2025-08-03,Sunday,Night (11pm-7am),Maternity,10,3,8.3
2025-08-03,Sunday,Morning (7am-3pm),Pediatrics,23,4,5.1
2025-08-03,Sunday,Afternoon (3pm-11pm),Pediatrics,27,4,11.6
2025-08-03,Sunday,Night (11pm-7am),Pediatrics,19,4,23.8
2025-08-03,Sunday,Morning (7am-3pm),ICU,7,4,10.7
2025-08-03,Sunday,Afternoon (3pm-11pm),ICU,6,3,11.7
2025-08-03,Sunday,Night (11pm-7am),ICU,9,5,5.0
2025-08-04,Monday,Morning (7am-3pm),Emergency,52,9,14.9
2025-08-04,Monday,Afternoon (3pm-11pm),Emergency,47,8,22.5
2025-08-04,Monday,Night (11pm-7am),Emergency,40,6,23.2
2025-08-04,Monday,Morning (7am-3pm),Outpatient,69,16,14.6
2025-08-04,Monday,Afternoon (3pm-11pm),Outpatient,54,14,23.3
2025-08-04,Monday,Night (11pm-7am),Outpatient,0,1,5.0
2025-08-04,Monday,Morning (7am-3pm),Surgery,8,3,13.6
2025-08-04,Monday,Afternoon (3pm-11pm),Surgery,6,1,21.7
2025-08-04,Monday,Night (11pm-7am),Surgery,1,1,9.0
2025-08-04,Monday,Morning (7am-3pm),Maternity,16,5,15.6
2025-08-04,Monday,Afternoon (3pm-11pm),Maternity,9,1,37.1
2025-08-04,Monday,Night (11pm-7am),Maternity,11,3,5.0
2025-08-04,Monday,Morning (7am-3pm),Pediatrics,27,5,28.7
2025-08-04,Monday,Afternoon (3pm-11pm),Pediatrics,29,5,17.2
2025-08-04,Monday,Night (11pm-7am),Pediatrics,14,2,21.1
2025-08-04,Monday,Morning (7am-3pm),ICU,4,1,11.3
2025-08-04,Monday,Afternoon (3pm-11pm),ICU,7,3,5.7
2025-08-04,Monday,Night (11pm-7am),ICU,5,3,5.5
2025-08-05,Tuesday,Morning (7am-3pm),Emergency,42,6,15.2
2025-08-05,Tuesday,Afternoon (3pm-11pm),Emergency,60,10,11.0
2025-08-05,Tuesday,Night (11pm-7am),Emergency,33,5,6.3
2025-08-05,Tuesday,Morning (7am-3pm),Outpatient,83,21,12.6
2025-08-05,Tuesday,Afternoon (3pm-11pm),Outpatient,63,14,23.0
2025-08-05,Tuesday,Night (11pm-7am),Outpatient,0,1,5.7
2025-08-05,Tuesday,Morning (7am-3pm),Surgery,7,3,30.6
2025-08-05,Tuesday,Afternoon (3pm-11pm),Surgery,5,1,12.3
2025-08-05,Tuesday,Night (11pm-7am),Surgery,1,1,11.8
2025-08-05,Tuesday,Morning (7am-3pm),Maternity,10,1,27.3
2025-08-05,Tuesday,Afternoon (3pm-11pm),Maternity,15,4,20.3
2025-08-05,Tuesday,Night (11pm-7am),Maternity,10,3,10.6
2025-08-05,Tuesday,Morning (7am-3pm),Pediatrics,27,5,24.1
2025-08-05,Tuesday,Afternoon (3pm-11pm),Pediatrics,29,4,35.4
2025-08-05,Tuesday,Night (11pm-7am),Pediatrics,13,1,48.7
2025-08-05,Tuesday,Morning (7am-3pm),ICU,6,3,12.9
2025-08-05,Tuesday,Afternoon (3pm-11pm),ICU,6,4,5.0
2025-08-05,Tuesday,Night (11pm-7am),ICU,6,3,5.0
2025-08-06,Wednesday,Morning (7am-3pm),Emergency,43,7,18.7
2025-08-06,Wednesday,Afternoon (3pm-11pm),Emergency,44,8,5.0
2025-08-06,Wednesday,Night (11pm-7am),Emergency,31,6,31.5
2025-08-06,Wednesday,Morning (7am-3pm),Outpatient,68,17,5.0
2025-08-06,Wednesday,Afternoon (3pm-11pm),Outpatient,75,19,9.0
2025-08-06,Wednesday,Night (11pm-7am),Outpatient,0,1,5.0
2025-08-06,Wednesday,Morning (7am-3pm),Surgery,6,3,7.2
2025-08-06,Wednesday,Afternoon (3pm-11pm),Surgery,4,1,5.0
2025-08-06,Wednesday,Night (11pm-7am),Surgery,2,1,5.0
2025-08-06,Wednesday,Morning (7am-3pm),Maternity,12,2,16.8
2025-08-06,Wednesday,Afternoon (3pm-11pm),Maternity,12,3,15.0
2025-08-06,Wednesday,Night (11pm-7am),Maternity,9,3,5.0
2025-08-06,Wednesday,Morning (7am-3pm),Pediatrics,38,8,6.5
2025-08-06,Wednesday,Afternoon (3pm-11pm),Pediatrics,24,5,5.0
2025-08-06,Wednesday,Night (11pm-7am),Pediatrics,15,4,18.1
2025-08-06,Wednesday,Morning (7am-3pm),ICU,6,2,10.1
2025-08-06,Wednesday,Afternoon (3pm-11pm),ICU,6,4,7.0
2025-08-06,Wednesday,Night (11pm-7am),ICU,6,4,15.4
2025-08-07,Thursday,Morning (7am-3pm),Emergency,39,6,6.4
2025-08-07,Thursday,Afternoon (3pm-11pm),Emergency,50,7,18.1
2025-08-07,Thursday,Night (11pm-7am),Emergency,34,5,27.0
2025-08-07,Thursday,Morning (7am-3pm),Outpatient,82,21,5.0
2025-08-07,Thursday,Afternoon (3pm-11pm),Outpatient,57,14,5.5
2025-08-07,Thursday,Night (11pm-7am),Outpatient,0,1,5.0
2025-08-07,Thursday,Morning (7am-3pm),Surgery,7,3,11.0
2025-08-07,Thursday,Afternoon (3pm-11pm),Surgery,4,1,7.4
2025-08-07,Thursday,Night (11pm-7am),Surgery,2,1,5.0
2025-08-07,Thursday,Morning (7am-3pm),Maternity,11,3,17.4
2025-08-07,Thursday,Afternoon (3pm-11pm),Maternity,19,5,20.1
2025-08-07,Thursday,Night (11pm-7am),Maternity,9,1,36.1
2025-08-07,Thursday,Morning (7am-3pm),Pediatrics,31,7,7.7
2025-08-07,Thursday,Afternoon (3pm-11pm),Pediatrics,24,5,10.3
2025-08-07,Thursday,Night (11pm-7am),Pediatrics,14,1,36.1
2025-08-07,Thursday,Morning (7am-3pm),ICU,7,4,5.0
2025-08-07,Thursday,Afternoon (3pm-11pm),ICU,8,4,9.7
2025-08-07,Thursday,Night (11pm-7am),ICU,7,2,6.9
2025-08-08,Friday,Morning (7am-3pm),Emergency,53,7,23.0
2025-08-08,Friday,Afternoon (3pm-11pm),Emergency,38,6,29.3
2025-08-08,Friday,Night (11pm-7am),Emergency,31,5,19.4
2025-08-08,Friday,Morning (7am-3pm),Outpatient,72,17,23.1
2025-08-08,Friday,Afternoon (3pm-11pm),Outpatient,56,15,6.4
2025-08-08,Friday,Night (11pm-7am),Outpatient,0,1,5.0
2025-08-08,Friday,Morning (7am-3pm),Surgery,6,1,25.5
2025-08-08,Friday,Afternoon (3pm-11pm),Surgery,6,2,8.9
2025-08-08,Friday,Night (11pm-7am),Surgery,2,1,18.3
2025-08-08,Friday,Morning (7am-3pm),Maternity,12,4,8.2
2025-08-08,Friday,Afternoon (3pm-11pm),Maternity,10,2,5.0
2025-08-08,Friday,Night (11pm-7am),Maternity,9,3,32.5
2025-08-08,Friday,Morning (7am-3pm),Pediatrics,20,3,17.4
2025-08-08,Friday,Afternoon (3pm-11pm),Pediatrics,27,4,13.0
2025-08-08,Friday,Night (11pm-7am),Pediatrics,15,4,5.0
2025-08-08,Friday,Morning (7am-3pm),ICU,7,2,12.1
2025-08-08,Friday,Afternoon (3pm-11pm),ICU,9,4,7.4
2025-08-08,Friday,Night (11pm-7am),ICU,6,2,5.0
2025-08-09,Saturday,Morning (7am-3pm),Emergency,48,8,10.7
2025-08-09,Saturday,Afternoon (3pm-11pm),Emergency,76,11,12.2
2025-08-09,Saturday,Night (11pm-7am),Emergency,42,6,23.1
2025-08-09,Saturday,Morning (7am-3pm),Outpatient,20,4,17.6
2025-08-09,Saturday,Afternoon (3pm-11pm),Outpatient,23,5,19.6
2025-08-09,Saturday,Night (11pm-7am),Outpatient,0,1,5.0
2025-08-09,Saturday,Morning (7am-3pm),Surgery,7,2,7.7
2025-08-09,Saturday,Afternoon (3pm-11pm),Surgery,5,1,12.3
2025-08-09,Saturday,Night (11pm-7am),Surgery,1,1,5.0
2025-08-09,Saturday,Morning (7am-3pm),Maternity,8,3,7.7
2025-08-09,Saturday,Afternoon (3pm-11pm),Maternity,15,4,5.0
2025-08-09,Saturday,Night (11pm-7am),Maternity,11,3,7.6
2025-08-09,Saturday,Morning (7am-3pm),Pediatrics,32,6,35.8
2025-08-09,Saturday,Afternoon (3pm-11pm),Pediatrics,28,6,24.9
2025-08-09,Saturday,Night (11pm-7am),Pediatrics,12,2,26.9
2025-08-09,Saturday,Morning (7am-3pm),ICU,8,3,5.0
2025-08-09,Saturday,Afternoon (3pm-11pm),ICU,8,5,5.0
2025-08-09,Saturday,Night (11pm-7am),ICU,8,4,5.0
2025-08-10,Sunday,Morning (7am-3pm),Emergency,49,9,15.0
2025-08-10,Sunday,Afternoon (3pm-11pm),Emergency,86,15,26.9
2025-08-10,Sunday,Night (11pm-7am),Emergency,47,6,33.0
2025-08-10,Sunday,Morning (7am-3pm),Outpatient,29,6,23.1
2025-08-10,Sunday,Afternoon (3pm-11pm),Outpatient,21,5,5.0
2025-08-10,Sunday,Night (11pm-7am),Outpatient,0,1,5.2
2025-08-10,Sunday,Morning (7am-3pm),Surgery,6,2,11.8
2025-08-10,Sunday,Afternoon (3pm-11pm),Surgery,4,2,5.0
2025-08-10,Sunday,Night (11pm-7am),Surgery,2,1,5.0
2025-08-10,Sunday,Morning (7am-3pm),Maternity,11,1,33.6
2025-08-10,Sunday,Afternoon (3pm-11pm),Maternity,14,3,12.8
2025-08-10,Sunday,Night (11pm-7am),Maternity,9,1,17.5
2025-08-10,Sunday,Morning (7am-3pm),Pediatrics,31,6,14.3
2025-08-10,Sunday,Afternoon (3pm-11pm),Pediatrics,28,4,22.6
2025-08-10,Sunday,Night (11pm-7am),Pediatrics,15,4,5.0
2025-08-10,Sunday,Morning (7am-3pm),ICU,9,4,5.0
2025-08-10,Sunday,Afternoon (3pm-11pm),ICU,5,2,13.2
2025-08-10,Sunday,Night (11pm-7am),ICU,6,4,13.0
2025-08-11,Monday,Morning (7am-3pm),Emergency,47,7,17.1
2025-08-11,Monday,Afternoon (3pm-11pm),Emergency,74,12,35.6
2025-08-11,Monday,Night (11pm-7am),Emergency,26,3,23.7
2025-08-11,Monday,Morning (7am-3pm),Outpatient,90,22,5.0
2025-08-11,Monday,Afternoon (3pm-11pm),Outpatient,46,11,15.5
2025-08-11,Monday,Night (11pm-7am),Outpatient,0,1,5.0
2025-08-11,Monday,Morning (7am-3pm),Surgery,7,1,22.1
2025-08-11,Monday,Afternoon (3pm-11pm),Surgery,7,1,16.1
2025-08-11,Monday,Night (11pm-7am),Surgery,2,1,8.4
2025-08-11,Monday,Morning (7am-3pm),Maternity,12,2,5.0
2025-08-11,Monday,Afternoon (3pm-11pm),Maternity,15,4,14.2
2025-08-11,Monday,Night (11pm-7am),Maternity,11,3,13.3
2025-08-11,Monday,Morning (7am-3pm),Pediatrics,32,5,14.9
2025-08-11,Monday,Afternoon (3pm-11pm),Pediatrics,22,3,25.4
2025-08-11,Monday,Night (11pm-7am),Pediatrics,15,2,8.7
