matter_id,practice_area,partner,associate,client_id,client_type,office,open_date,close_date,status,duration_days,actual_hours,recorded_hours,recording_rate,hourly_rate,potential_fees_bwp,billed_fees_bwp,disbursements_bwp,outstanding_bwp,leakage_bwp,satisfaction,year
MLA-0487,Commercial Law,Partner_Molao,Associate_12,CLT-002,Large Corporate,Francistown,2018-05-13,2018-08-08,Active,87,88.1,77.5,0.88,3200,281920.0,248114.0,22032.0,124057.0,33806.0,,2018
MLA-0488,Commercial Law,Partner_Molao,Associate_06,CLT-006,Large Corporate,Gaborone,2021-03-10,2021-05-28,Completed,79,62.6,54.1,0.865,3200,200223.0,173258.0,22064.0,43315.0,26964.0,2.6,2021
MLA-0489,Property & Conveyancing,Partner_Gaobuse,Associate_02,CLT-003,Mining Company,Gaborone,2021-05-10,2021-06-14,Active,35,27.0,22.1,0.816,1800,48665.0,39717.0,6221.0,9929.0,8948.0,,2021
MLA-0490,Mining & Resources,Partner_Thapelo,Associate_16,CLT-005,Large Corporate,Gaborone,2021-01-29,2021-12-16,Completed,321,122.7,93.8,0.764,3800,466445.0,356340.0,27538.0,0.0,110105.0,4.8,2021
MLA-0491,Property & Conveyancing,Partner_Thapelo,Associate_03,CLT-038,Government / Parastatal,Gaborone,2024-10-13,2024-10-29,On Hold,16,37.0,34.0,0.918,1800,66599.0,61147.0,5340.0,0.0,5452.0,,2024
MLA-0492,Litigation,Partner_Setlhabi,Associate_20,CLT-017,SME,Francistown,2019-06-16,2020-05-11,Completed,330,91.5,73.9,0.807,2800,256223.0,206802.0,29944.0,0.0,49421.0,,2019
MLA-0493,Regulatory & Compliance,Partner_Setlhabi,Associate_10,CLT-117,Large Corporate,Francistown,2018-01-07,2018-04-26,Completed,109,42.6,29.2,0.685,2600,110886.0,75966.0,11666.0,18991.0,34920.0,3.9,2018
MLA-0494,Employment Law,Partner_Mmolawa,Associate_02,CLT-014,Government / Parastatal,Francistown,2024-04-14,2024-07-06,Completed,83,36.4,29.5,0.813,2200,79991.0,65002.0,8663.0,16250.0,14989.0,2.9,2024
MLA-0495,Commercial Law,Partner_Molao,Associate_18,CLT-012,High-Net-Worth Individual,Gaborone,2018-01-26,2018-05-07,Completed,101,67.1,49.3,0.734,3200,214750.0,157638.0,15998.0,0.0,57112.0,,2018
MLA-0496,Mining & Resources,Partner_Thapelo,Associate_11,CLT-108,SME,Gaborone,2023-05-17,2024-05-03,Completed,352,88.5,80.8,0.914,3800,336264.0,307218.0,41147.0,0.0,29046.0,,2023
MLA-0497,Regulatory & Compliance,Partner_Thapelo,Associate_11,CLT-034,Government / Parastatal,Maun,2022-08-23,2023-01-16,Completed,146,64.6,59.2,0.917,2600,167838.0,153838.0,18113.0,0.0,14000.0,,2022
MLA-0498,Property & Conveyancing,Partner_Gaobuse,Associate_19,CLT-070,High-Net-Worth Individual,Gaborone,2021-12-19,2022-03-19,Completed,90,30.2,22.5,0.746,1800,54350.0,40549.0,6459.0,0.0,13801.0,3.2,2021
MLA-0499,Property & Conveyancing,Partner_Gaobuse,Associate_20,CLT-023,Government / Parastatal,Gaborone,2024-09-03,2024-11-03,Completed,61,23.8,18.1,0.76,1800,42825.0,32543.0,2931.0,16271.0,10282.0,,2024
MLA-0500,Litigation,Partner_Setlhabi,Associate_08,CLT-020,Mining Company,Gaborone,2021-05-24,2022-01-23,Completed,244,166.6,118.2,0.709,2800,466540.0,330857.0,21370.0,82714.0,135684.0,,2021
MLA-0501,Regulatory & Compliance,Partner_Mmolawa,Associate_17,CLT-001,Financial Institution,Francistown,2023-05-31,2023-08-25,Completed,86,65.9,55.1,0.836,2600,171401.0,143250.0,13496.0,0.0,28151.0,,2023
MLA-0502,Litigation,Partner_Setlhabi,Associate_04,CLT-092,Financial Institution,Maun,2023-10-16,2024-01-29,Completed,105,107.5,88.4,0.822,2800,301050.0,247605.0,35703.0,0.0,53445.0,,2023
MLA-0503,Property & Conveyancing,Partner_Gaobuse,Associate_02,CLT-070,High-Net-Worth Individual,Gaborone,2024-08-31,2024-09-29,Completed,29,45.1,43.6,0.966,1800,81263.0,78501.0,12999.0,0.0,2761.0,,2024
MLA-0504,Employment Law,Partner_Mmolawa,Associate_10,CLT-063,Large Corporate,Francistown,2020-05-09,2020-07-05,Completed,57,41.7,29.1,0.699,2200,91655.0,64075.0,5508.0,0.0,27580.0,4.1,2020
MLA-0505,Commercial Law,Partner_Molao,Associate_09,CLT-004,Government / Parastatal,Gaborone,2024-12-26,,Active,95,76.2,64.9,0.852,3200,243921.0,207757.0,13153.0,0.0,36163.0,,2024
MLA-0506,Property & Conveyancing,Partner_Gaobuse,Associate_10,CLT-052,Government / Parastatal,Maun,2019-12-03,2020-02-06,Completed,65,21.4,16.0,0.747,1800,38520.0,28791.0,2707.0,0.0,9728.0,2.5,2019
MLA-0507,Property & Conveyancing,Partner_Gaobuse,Associate_04,CLT-022,Government / Parastatal,Gaborone,2018-12-19,2019-01-18,Completed,30,49.0,41.4,0.844,1800,88240.0,74512.0,9500.0,0.0,13728.0,,2018
MLA-0508,Employment Law,Partner_Mmolawa,Associate_10,CLT-014,Government / Parastatal,Francistown,2020-03-22,2020-06-30,Completed,100,61.0,48.2,0.791,2200,134121.0,106065.0,12659.0,106065.0,28056.0,,2020
MLA-0509,Property & Conveyancing,Partner_Gaobuse,Associate_15,CLT-004,Government / Parastatal,Gaborone,2021-06-25,2021-08-18,Completed,54,32.1,29.3,0.915,1800,57699.0,52787.0,5833.0,0.0,4912.0,3.3,2021
MLA-0510,Mining & Resources,Partner_Thapelo,Associate_12,CLT-023,Government / Parastatal,Gaborone,2021-09-15,2022-06-24,Active,282,203.1,178.9,0.881,3800,771654.0,679934.0,74063.0,0.0,91720.0,,2021
MLA-0511,Property & Conveyancing,Partner_Gaobuse,Associate_15,CLT-096,Government / Parastatal,Francistown,2021-03-02,2021-06-20,Completed,110,37.4,35.1,0.938,1800,67403.0,63200.0,4207.0,0.0,4203.0,,2021
MLA-0512,Mining & Resources,Partner_Thapelo,Associate_03,CLT-087,Mining Company,Gaborone,2023-12-23,2024-05-06,Completed,135,161.0,128.4,0.798,3800,611707.0,487866.0,39524.0,0.0,123841.0,3.7,2023
MLA-0513,Property & Conveyancing,Partner_Gaobuse,Associate_07,CLT-091,SME,Gaborone,2024-08-17,2024-09-25,On Hold,39,53.3,45.1,0.846,1800,95906.0,81108.0,10036.0,0.0,14798.0,,2024
MLA-0514,Employment Law,Partner_Mmolawa,Associate_03,CLT-079,SME,Francistown,2024-06-09,2024-10-20,Completed,133,86.6,71.0,0.82,2200,190417.0,156103.0,19902.0,0.0,34313.0,3.4,2024
MLA-0515,Property & Conveyancing,Partner_Gaobuse,Associate_13,CLT-003,Mining Company,Gaborone,2019-03-22,2019-06-26,Completed,96,33.6,30.7,0.915,1800,60437.0,55308.0,8660.0,0.0,5128.0,,2019
MLA-0516,Commercial Law,Partner_Molao,Associate_05,CLT-102,Large Corporate,Gaborone,2018-01-01,2018-03-24,Completed,82,73.7,66.6,0.904,3200,235907.0,213229.0,23218.0,0.0,22678.0,,2018
MLA-0517,Property & Conveyancing,Partner_Gaobuse,Associate_11,CLT-010,Mining Company,Gaborone,2021-06-01,2021-07-05,Active,34,22.3,21.8,0.979,1800,40139.0,39286.0,5630.0,19643.0,853.0,,2021
MLA-0518,Regulatory & Compliance,Partner_Thapelo,Associate_01,CLT-058,Mining Company,Gaborone,2023-09-22,2023-11-22,Completed,61,50.2,39.3,0.783,2600,130595.0,102265.0,9024.0,0.0,28330.0,3.8,2023
MLA-0519,Commercial Law,Partner_Molao,Associate_12,CLT-004,Government / Parastatal,Gaborone,2021-03-01,2021-06-07,Completed,98,62.1,57.9,0.933,3200,198699.0,185294.0,26180.0,0.0,13404.0,2.7,2021
MLA-0520,Litigation,Partner_Setlhabi,Associate_18,CLT-007,Government / Parastatal,Francistown,2019-12-12,2020-10-27,Completed,320,156.2,120.7,0.773,2800,437397.0,338028.0,33802.0,169014.0,99369.0,,2019
MLA-0521,Commercial Law,Partner_Setlhabi,Associate_05,CLT-001,Financial Institution,Francistown,2018-03-06,2018-06-17,Active,103,25.7,17.8,0.691,3200,82196.0,56832.0,7703.0,56832.0,25364.0,,2018
MLA-0522,Commercial Law,Partner_Molao,Associate_14,CLT-098,High-Net-Worth Individual,Maun,2024-10-11,2024-11-26,Completed,46,121.5,115.4,0.95,3200,388874.0,369276.0,40277.0,0.0,19598.0,,2024
MLA-0523,Litigation,Partner_Setlhabi,Associate_14,CLT-057,Large Corporate,Gaborone,2024-06-25,,Active,279,222.0,172.8,0.779,2800,621477.0,483849.0,70167.0,120962.0,137628.0,,2024
MLA-0524,Litigation,Partner_Thapelo,Associate_12,CLT-002,Large Corporate,Francistown,2018-06-05,2019-01-25,Completed,234,105.5,87.0,0.825,2800,295272.0,243564.0,15761.0,0.0,51709.0,,2018
MLA-0525,Commercial Law,Partner_Molao,Associate_09,CLT-035,Financial Institution,Francistown,2018-11-17,2019-02-17,Completed,92,101.6,85.6,0.842,3200,325153.0,273833.0,22421.0,0.0,51320.0,,2018
MLA-0526,Employment Law,Partner_Mmolawa,Associate_18,CLT-088,SME,Francistown,2021-07-03,2021-08-22,Active,50,65.4,50.2,0.767,2200,143816.0,110372.0,13195.0,0.0,33444.0,,2021
MLA-0527,Property & Conveyancing,Partner_Thapelo,Associate_11,CLT-028,Large Corporate,Gaborone,2021-04-21,2021-05-10,Completed,19,29.7,22.4,0.754,1800,53388.0,40241.0,6840.0,10060.0,13147.0,,2021
MLA-0528,Property & Conveyancing,Partner_Gaobuse,Associate_16,CLT-053,Mining Company,Francistown,2024-06-04,2024-07-11,On Hold,37,26.9,20.0,0.742,1800,48438.0,35945.0,5577.0,0.0,12493.0,,2024
MLA-0529,Litigation,Partner_Setlhabi,Associate_17,CLT-003,Mining Company,Gaborone,2021-02-12,2022-02-05,Completed,358,104.0,74.6,0.718,2800,291085.0,209001.0,17928.0,0.0,82085.0,,2021
MLA-0530,Employment Law,Partner_Setlhabi,Associate_15,CLT-020,Mining Company,Gaborone,2019-12-20,2020-03-28,Completed,99,76.0,54.7,0.72,2200,167217.0,120441.0,13615.0,30110.0,46776.0,,2019
MLA-0531,Litigation,Partner_Setlhabi,Associate_05,CLT-056,Large Corporate,Gaborone,2019-09-24,2020-04-20,Completed,209,86.5,74.5,0.862,2800,242135.0,208733.0,21642.0,0.0,33402.0,,2019
MLA-0532,Employment Law,Partner_Mmolawa,Associate_19,CLT-078,Financial Institution,Gaborone,2021-11-14,2022-02-06,Completed,84,78.4,49.9,0.637,2200,172375.0,109753.0,17181.0,0.0,62622.0,5.0,2021
MLA-0533,Property & Conveyancing,Partner_Gaobuse,Associate_18,CLT-008,Large Corporate,Francistown,2022-05-17,2022-07-18,Completed,62,31.9,27.3,0.858,1800,57338.0,49171.0,8022.0,0.0,8167.0,,2022
MLA-0534,Property & Conveyancing,Partner_Gaobuse,Associate_17,CLT-070,High-Net-Worth Individual,Gaborone,2018-06-18,2018-08-18,Completed,61,25.0,18.8,0.755,1800,44947.0,33916.0,3256.0,8479.0,11031.0,,2018
MLA-0535,Employment Law,Partner_Mmolawa,Associate_09,CLT-009,Government / Parastatal,Gaborone,2019-02-07,2019-05-20,Completed,102,52.1,35.6,0.684,2200,114543.0,78319.0,8611.0,19580.0,36224.0,4.2,2019
MLA-0536,Employment Law,Partner_Thapelo,Associate_11,CLT-069,SME,Francistown,2020-01-07,2020-02-13,Completed,37,39.9,30.3,0.76,2200,87713.0,66652.0,3406.0,0.0,21061.0,2.5,2020
MLA-0537,Property & Conveyancing,Partner_Gaobuse,Associate_12,CLT-008,Large Corporate,Francistown,2021-03-06,2021-04-07,Completed,32,33.0,26.3,0.797,1800,59361.0,47297.0,6173.0,0.0,12064.0,1.9,2021
MLA-0538,Regulatory & Compliance,Partner_Setlhabi,Associate_20,CLT-063,Large Corporate,Francistown,2019-05-07,2020-01-01,Completed,239,73.8,50.0,0.677,2600,191984.0,130022.0,12856.0,32505.0,61963.0,,2019
MLA-0539,Mining & Resources,Partner_Thapelo,Associate_04,CLT-072,SME,Gaborone,2020-11-03,2021-12-08,Completed,400,199.6,150.7,0.755,3800,758385.0,572668.0,34270.0,0.0,185717.0,,2020
MLA-0540,Mining & Resources,Partner_Thapelo,Associate_11,CLT-009,Government / Parastatal,Gaborone,2018-10-31,2019-08-15,Completed,288,205.7,154.4,0.751,3800,781767.0,586879.0,58991.0,586879.0,194888.0,4.4,2018
MLA-0541,Mining & Resources,Partner_Thapelo,Associate_03,CLT-039,Government / Parastatal,Maun,2020-04-01,2021-02-27,Completed,332,179.7,150.1,0.836,3800,682787.0,570555.0,65025.0,0.0,112232.0,,2020
MLA-0542,Commercial Law,Partner_Molao,Associate_15,CLT-075,SME,Maun,2019-02-28,2019-05-04,Completed,65,94.6,67.4,0.713,3200,302626.0,215834.0,31205.0,53958.0,86792.0,4.2,2019
MLA-0543,Property & Conveyancing,Partner_Gaobuse,Associate_01,CLT-110,Government / Parastatal,Gaborone,2022-05-19,2022-06-28,Completed,40,26.3,21.0,0.801,1800,47314.0,37886.0,6350.0,0.0,9428.0,3.8,2022
MLA-0544,Regulatory & Compliance,Partner_Mmolawa,Associate_16,CLT-030,Government / Parastatal,Maun,2018-10-15,2019-02-13,Completed,121,44.6,33.4,0.75,2600,115856.0,86937.0,15131.0,21734.0,28919.0,3.8,2018
MLA-0545,Property & Conveyancing,Partner_Gaobuse,Associate_11,CLT-070,High-Net-Worth Individual,Gaborone,2022-06-29,2022-09-06,On Hold,69,38.6,28.7,0.743,1800,69555.0,51684.0,6932.0,0.0,17871.0,,2022
MLA-0546,Mining & Resources,Partner_Thapelo,Associate_15,CLT-082,Financial Institution,Maun,2021-04-02,2022-05-05,Completed,398,198.2,167.6,0.845,3800,753343.0,636716.0,35091.0,0.0,116627.0,4.8,2021
MLA-0547,Employment Law,Partner_Gaobuse,Associate_16,CLT-003,Mining Company,Gaborone,2022-11-29,2023-03-13,Completed,104,65.7,61.1,0.929,2200,144623.0,134318.0,10088.0,33579.0,10305.0,2.5,2022
MLA-0548,Property & Conveyancing,Partner_Gaobuse,Associate_18,CLT-063,Large Corporate,Francistown,2023-08-09,2023-09-29,Active,51,17.6,15.3,0.874,1800,31611.0,27621.0,2994.0,27621.0,3990.0,,2023
MLA-0549,Commercial Law,Partner_Molao,Associate_02,CLT-025,Large Corporate,Francistown,2020-05-17,2020-08-08,Completed,83,66.9,61.3,0.917,3200,213974.0,196231.0,21505.0,49058.0,17744.0,,2020
MLA-0550,Commercial Law,Partner_Molao,Associate_03,CLT-002,Large Corporate,Francistown,2019-08-03,2019-11-20,Completed,109,86.7,72.2,0.833,3200,277393.0,231087.0,38807.0,0.0,46306.0,3.8,2019
MLA-0551,Employment Law,Partner_Mmolawa,Associate_02,CLT-105,Government / Parastatal,Gaborone,2019-02-03,2019-04-26,Completed,82,64.4,47.0,0.731,2200,141603.0,103476.0,13124.0,25869.0,38127.0,2.1,2019
MLA-0552,Property & Conveyancing,Partner_Setlhabi,Associate_03,CLT-089,Government / Parastatal,Gaborone,2022-10-12,2022-11-23,Active,42,18.8,13.9,0.739,1800,33830.0,25000.0,3648.0,0.0,8830.0,,2022
MLA-0553,Commercial Law,Partner_Molao,Associate_18,CLT-005,Large Corporate,Gaborone,2020-05-23,2020-09-11,Completed,111,49.0,44.4,0.906,3200,156837.0,142056.0,13299.0,0.0,14781.0,4.9,2020
MLA-0554,Litigation,Partner_Setlhabi,Associate_18,CLT-006,Large Corporate,Gaborone,2020-09-24,2021-05-01,Completed,219,199.7,176.5,0.884,2800,559214.0,494187.0,31132.0,123547.0,65028.0,,2020
MLA-0555,Mining & Resources,Partner_Thapelo,Associate_16,CLT-003,Mining Company,Gaborone,2018-01-30,2018-12-13,Completed,317,304.4,220.9,0.726,3800,1156533.0,839354.0,113085.0,419677.0,317179.0,3.3,2018
MLA-0556,Mining & Resources,Partner_Setlhabi,Associate_07,CLT-005,Large Corporate,Gaborone,2021-01-14,2021-10-04,Completed,263,157.1,123.2,0.785,3800,596835.0,468324.0,80529.0,0.0,128511.0,3.5,2021
MLA-0557,Commercial Law,Partner_Molao,Associate_03,CLT-061,Large Corporate,Gaborone,2021-05-18,2021-08-21,Completed,95,90.1,71.7,0.796,3200,288224.0,229378.0,18495.0,0.0,58846.0,3.8,2021
MLA-0558,Commercial Law,Partner_Molao,Associate_18,CLT-042,Financial Institution,Gaborone,2023-03-17,2023-07-27,Completed,132,98.0,88.9,0.907,3200,313597.0,284547.0,24453.0,0.0,29049.0,,2023
MLA-0559,Employment Law,Partner_Mmolawa,Associate_16,CLT-006,Large Corporate,Gaborone,2018-06-26,2018-07-28,Completed,32,73.3,46.7,0.637,2200,161214.0,102635.0,7928.0,0.0,58578.0,,2018
MLA-0560,Regulatory & Compliance,Partner_Mmolawa,Associate_02,CLT-004,Government / Parastatal,Gaborone,2018-08-03,2019-01-14,Completed,164,6.9,5.8,0.84,2600,17936.0,15073.0,2293.0,0.0,2862.0,2.8,2018
MLA-0561,Regulatory & Compliance,Partner_Mmolawa,Associate_19,CLT-053,Mining Company,Francistown,2022-09-13,2022-11-15,Completed,63,59.9,40.2,0.671,2600,155705.0,104402.0,9640.0,26100.0,51304.0,2.2,2022
MLA-0562,Commercial Law,Partner_Molao,Associate_07,CLT-021,Large Corporate,Gaborone,2020-06-22,2020-10-17,Completed,117,101.1,73.1,0.723,3200,323547.0,234058.0,13356.0,0.0,89489.0,3.1,2020
MLA-0563,Employment Law,Partner_Mmolawa,Associate_12,CLT-005,Large Corporate,Gaborone,2020-03-06,2020-05-07,On Hold,62,5.1,4.0,0.772,2200,11269.0,8699.0,664.0,0.0,2571.0,,2020
MLA-0564,Employment Law,Partner_Mmolawa,Associate_05,CLT-004,Government / Parastatal,Gaborone,2023-03-22,2023-04-23,Completed,32,62.5,45.7,0.731,2200,137593.0,100623.0,9525.0,50311.0,36970.0,,2023
MLA-0565,Mining & Resources,Partner_Thapelo,Associate_20,CLT-105,Government / Parastatal,Gaborone,2024-06-25,,Active,279,212.8,197.4,0.927,3800,808774.0,750044.0,120870.0,0.0,58729.0,,2024
MLA-0566,Mining & Resources,Partner_Thapelo,Associate_07,CLT-055,Financial Institution,Gaborone,2023-03-11,2024-01-19,Completed,314,240.6,180.7,0.751,3800,914092.0,686655.0,100048.0,0.0,227436.0,3.1,2023
MLA-0567,Property & Conveyancing,Partner_Thapelo,Associate_05,CLT-107,Government / Parastatal,Gaborone,2018-01-21,2018-03-04,Completed,42,39.7,31.2,0.787,1800,71508.0,56243.0,10060.0,14061.0,15265.0,3.8,2018
MLA-0568,Property & Conveyancing,Partner_Gaobuse,Associate_04,CLT-033,Large Corporate,Gaborone,2020-09-12,2020-10-30,Completed,48,18.9,14.2,0.751,1800,33937.0,25476.0,3569.0,0.0,8461.0,2.8,2020
MLA-0569,Litigation,Partner_Setlhabi,Associate_03,CLT-001,Financial Institution,Francistown,2021-06-02,2022-07-11,Completed,404,131.5,91.5,0.696,2800,368272.0,256245.0,31813.0,0.0,112027.0,,2021
MLA-0570,Property & Conveyancing,Partner_Gaobuse,Associate_13,CLT-006,Large Corporate,Gaborone,2022-02-26,2022-03-18,Completed,20,14.6,13.1,0.899,1800,26200.0,23557.0,1182.0,0.0,2643.0,4.4,2022
MLA-0571,Employment Law,Partner_Mmolawa,Associate_10,CLT-029,Mining Company,Francistown,2021-01-10,2021-03-09,Completed,58,51.0,40.1,0.787,2200,112135.0,88289.0,11017.0,0.0,23846.0,,2021
MLA-0572,Employment Law,Partner_Mmolawa,Associate_02,CLT-043,Mining Company,Maun,2022-01-30,2022-03-31,Completed,60,75.0,62.4,0.832,2200,165040.0,137278.0,13388.0,0.0,27762.0,5.0,2022
MLA-0573,Commercial Law,Partner_Molao,Associate_03,CLT-050,Large Corporate,Maun,2020-04-18,2020-06-29,Completed,72,105.2,77.9,0.741,3200,336539.0,249220.0,29944.0,0.0,87319.0,,2020
MLA-0574,Mining & Resources,Partner_Setlhabi,Associate_08,CLT-012,High-Net-Worth Individual,Gaborone,2020-12-31,2021-08-15,Completed,227,351.0,273.7,0.78,3800,1333844.0,1040235.0,59376.0,0.0,293609.0,4.3,2020
MLA-0575,Property & Conveyancing,Partner_Mmolawa,Associate_18,CLT-069,SME,Francistown,2023-12-23,2024-02-29,Completed,68,30.9,25.8,0.834,1800,55680.0,46463.0,4547.0,11616.0,9217.0,,2023
MLA-0576,Regulatory & Compliance,Partner_Molao,Associate_07,CLT-103,Government / Parastatal,Gaborone,2023-02-19,2023-06-20,Completed,121,100.5,73.1,0.727,2600,261363.0,190024.0,13918.0,190024.0,71339.0,3.0,2023
MLA-0577,Commercial Law,Partner_Molao,Associate_05,CLT-040,Mining Company,Maun,2020-04-16,2020-06-20,Completed,65,98.7,83.0,0.841,3200,315789.0,265725.0,23414.0,265725.0,50065.0,5.0,2020
MLA-0578,Commercial Law,Partner_Molao,Associate_15,CLT-079,SME,Francistown,2018-03-29,2018-06-13,Completed,76,89.1,69.6,0.781,3200,284998.0,222572.0,36353.0,0.0,62426.0,,2018
MLA-0579,Employment Law,Partner_Mmolawa,Associate_11,CLT-065,Mining Company,Gaborone,2021-08-29,2021-10-04,Completed,36,58.6,43.2,0.738,2200,128821.0,95039.0,11302.0,0.0,33782.0,2.8,2021
MLA-0580,Property & Conveyancing,Partner_Gaobuse,Associate_06,CLT-087,Mining Company,Gaborone,2020-07-17,2020-08-29,On Hold,43,39.8,34.2,0.86,1800,71575.0,61569.0,9239.0,0.0,10006.0,,2020
MLA-0581,Litigation,Partner_Setlhabi,Associate_06,CLT-059,SME,Gaborone,2019-10-21,2020-08-07,Completed,291,88.7,73.7,0.831,2800,248364.0,206417.0,36436.0,51604.0,41947.0,,2019
MLA-0582,Employment Law,Partner_Mmolawa,Associate_08,CLT-004,Government / Parastatal,Gaborone,2021-07-20,2021-10-31,Completed,103,77.8,59.0,0.758,2200,171215.0,129856.0,12733.0,0.0,41359.0,,2021
MLA-0583,Employment Law,Partner_Setlhabi,Associate_12,CLT-032,Large Corporate,Gaborone,2019-10-28,2019-12-22,Completed,55,74.2,58.4,0.787,2200,163183.0,128470.0,6840.0,64235.0,34713.0,,2019
MLA-0584,Regulatory & Compliance,Partner_Gaobuse,Associate_05,CLT-001,Financial Institution,Francistown,2024-02-16,2024-10-22,Completed,249,32.7,32.5,0.994,2600,84900.0,84419.0,11963.0,0.0,481.0,3.2,2024
MLA-0585,Regulatory & Compliance,Partner_Thapelo,Associate_05,CLT-088,SME,Francistown,2022-12-16,2023-06-17,Completed,183,59.3,45.4,0.766,2600,154163.0,118145.0,13264.0,0.0,36018.0,,2022
MLA-0586,Commercial Law,Partner_Molao,Associate_20,CLT-095,High-Net-Worth Individual,Gaborone,2023-01-01,2023-04-17,Completed,106,101.5,81.1,0.798,3200,324953.0,259427.0,33482.0,0.0,65526.0,5.0,2023
MLA-0587,Mining & Resources,Partner_Setlhabi,Associate_01,CLT-003,Mining Company,Gaborone,2022-12-30,2024-02-14,On Hold,411,155.0,127.5,0.823,3800,588824.0,484342.0,85660.0,0.0,104482.0,,2022
MLA-0588,Property & Conveyancing,Partner_Gaobuse,Associate_17,CLT-111,High-Net-Worth Individual,Francistown,2022-01-18,2022-03-23,Completed,64,28.6,23.9,0.837,1800,51406.0,43003.0,4541.0,0.0,8403.0,4.5,2022
MLA-0589,Litigation,Partner_Setlhabi,Associate_15,CLT-100,High-Net-Worth Individual,Gaborone,2018-12-25,2019-10-12,Active,291,164.9,116.9,0.709,2800,461675.0,327356.0,47924.0,0.0,134319.0,,2018
MLA-0590,Property & Conveyancing,Partner_Gaobuse,Associate_14,CLT-077,SME,Francistown,2022-08-24,2022-10-12,Completed,49,38.5,29.5,0.766,1800,69319.0,53105.0,3250.0,0.0,16214.0,2.8,2022
MLA-0591,Mining & Resources,Partner_Molao,Associate_19,CLT-081,Financial Institution,Maun,2018-12-29,2019-03-03,Completed,64,126.9,89.5,0.706,3800,482081.0,340227.0,29101.0,0.0,141854.0,4.9,2018
MLA-0592,Property & Conveyancing,Partner_Setlhabi,Associate_06,CLT-094,Large Corporate,Francistown,2021-03-31,2021-05-11,Completed,41,17.2,13.6,0.792,1800,30939.0,24512.0,3858.0,6128.0,6428.0,3.6,2021
MLA-0593,Property & Conveyancing,Partner_Gaobuse,Associate_01,CLT-087,Mining Company,Gaborone,2019-09-23,2019-12-09,On Hold,77,31.0,24.8,0.8,1800,55823.0,44642.0,7074.0,0.0,11181.0,,2019
MLA-0594,Employment Law,Partner_Mmolawa,Associate_06,CLT-039,Government / Parastatal,Maun,2020-09-29,2020-11-29,Completed,61,71.6,45.1,0.631,2200,157441.0,99291.0,11329.0,99291.0,58150.0,3.4,2020
MLA-0595,Litigation,Partner_Setlhabi,Associate_14,CLT-099,Large Corporate,Gaborone,2025-01-16,,Active,74,153.8,126.9,0.825,2800,430770.0,355271.0,62760.0,88818.0,75499.0,,2025
MLA-0596,Litigation,Partner_Setlhabi,Associate_01,CLT-096,Government / Parastatal,Francistown,2019-10-30,2020-08-12,Completed,287,218.8,174.8,0.799,2800,612528.0,489463.0,53809.0,122366.0,123065.0,4.3,2019
MLA-0597,Commercial Law,Partner_Molao,Associate_12,CLT-002,Large Corporate,Francistown,2021-04-09,2021-08-19,Active,132,104.7,88.4,0.844,3200,335106.0,282769.0,33028.0,70692.0,52338.0,,2021
MLA-0598,Commercial Law,Partner_Molao,Associate_06,CLT-047,Large Corporate,Maun,2021-07-19,2021-08-31,Completed,43,90.4,83.4,0.922,3200,289233.0,266754.0,23778.0,66689.0,22479.0,,2021
MLA-0599,Commercial Law,Partner_Molao,Associate_05,CLT-001,Financial Institution,Francistown,2023-10-24,2023-12-29,Completed,66,96.9,75.4,0.778,3200,310050.0,241310.0,24990.0,120655.0,68740.0,3.4,2023
MLA-0600,Commercial Law,Partner_Molao,Associate_07,CLT-088,SME,Francistown,2024-04-07,2024-08-19,Active,134,102.4,88.7,0.866,3200,327822.0,283876.0,33592.0,0.0,43946.0,,2024
MLA-0601,Property & Conveyancing,Partner_Molao,Associate_14,CLT-034,Government / Parastatal,Maun,2018-11-09,2018-12-29,Completed,50,28.2,20.7,0.735,1800,50775.0,37308.0,1950.0,0.0,13467.0,,2018
MLA-0602,Commercial Law,Partner_Molao,Associate_20,CLT-044,SME,Gaborone,2021-11-02,2022-02-08,Completed,98,135.6,101.7,0.749,3200,434051.0,325305.0,47748.0,0.0,108746.0,5.0,2021
MLA-0603,Employment Law,Partner_Mmolawa,Associate_10,CLT-005,Large Corporate,Gaborone,2019-06-18,2019-07-11,Completed,23,65.9,56.2,0.854,2200,144949.0,123726.0,18459.0,0.0,21224.0,4.3,2019
MLA-0604,Property & Conveyancing,Partner_Gaobuse,Associate_07,CLT-004,Government / Parastatal,Gaborone,2023-10-05,2024-01-01,Completed,88,31.7,28.2,0.89,1800,57124.0,50836.0,8546.0,0.0,6287.0,3.9,2023
MLA-0605,Commercial Law,Partner_Molao,Associate_04,CLT-108,SME,Gaborone,2020-04-21,2020-06-05,Completed,45,80.9,69.5,0.859,3200,258819.0,222358.0,30503.0,0.0,36461.0,3.7,2020
MLA-0606,Employment Law,Partner_Mmolawa,Associate_19,CLT-016,Large Corporate,Francistown,2019-10-20,2019-12-20,Completed,61,38.6,31.8,0.824,2200,84980.0,70033.0,9082.0,0.0,14948.0,4.2,2019
MLA-0607,Mining & Resources,Partner_Thapelo,Associate_07,CLT-075,SME,Maun,2021-02-28,2022-02-10,Completed,347,316.9,229.4,0.724,3800,1204195.0,871599.0,44070.0,217900.0,332596.0,,2021
