request_id,department,service_type,channel,district,officer_id,submit_date,resolution_date,sla_target_days,actual_days,within_sla,sla_breach_days,escalated,status,complexity,citizen_satisfaction
BPS-03571,Land Board,Consent to Transfer,In-Person,Kanye,LBD-005,2023-12-23,2024-02-15,21,54.5,0,33.5,1,Resolved,1.3,
BPS-03685,Land Board,Land Use Approval,In-Person,Gaborone,LBD-006,2024-06-24,2024-09-27,21,95.2,0,74.2,1,Resolved,1.6,1.9
BPS-03662,Land Board,Consent to Transfer,In-Person,Serowe,LBD-002,2023-06-13,2023-07-27,21,44.4,0,23.4,1,Resolved,1.3,1.0
BPS-00531,Health,Facility Request,Post,Palapye,HLT-009,2023-10-09,2023-10-20,7,11.1,0,4.1,1,Resolved,1.1,2.1
BPS-01887,Police,Document Request,Post,Francistown,POL-011,2022-10-19,2022-10-22,5,3.5,1,0.0,0,Resolved,0.75,3.6
BPS-00682,Health,Facility Request,In-Person,Palapye,HLT-005,2024-12-26,2024-12-29,7,3.2,1,0.0,0,Resolved,1.1,4.6
BPS-03795,Land Board,Land Use Approval,Digital,Francistown,LBD-002,2023-05-23,2023-07-15,21,53.4,0,32.4,0,Resolved,1.6,2.1
BPS-03945,Works,Property Maintenance,In-Person,Kanye,WRK-007,2022-08-27,2022-09-05,14,9.5,1,0.0,0,Resolved,1.0,4.0
BPS-04667,Motor Registry,Number Plate,Phone,Lobatse,MTR-006,2023-04-26,2023-04-27,5,1.0,1,0.0,0,Resolved,0.8,4.5
BPS-02019,BURS,Compliance Certificate,Phone,Maun,BRS-011,2022-02-23,2022-03-03,10,8.0,1,0.0,0,Resolved,0.85,4.3
BPS-01097,Education,School Admin,In-Person,Molepolole,EDU-004,2024-01-25,2024-02-04,14,10.2,1,0.0,0,Resolved,0.8,4.5
BPS-00830,Education,School Admin,Digital,Gaborone,EDU-003,2023-01-03,2023-01-08,14,5.7,1,0.0,0,Resolved,0.8,4.9
BPS-02806,Social Welfare,Orphan Welfare,Digital,Gaborone,SWL-007,2022-12-21,2022-12-25,21,4.7,1,0.0,0,Resolved,1.2,4.5
BPS-03830,Land Board,Land Certificate,In-Person,Lobatse,LBD-006,2024-11-15,2025-01-21,21,67.1,0,46.1,1,Resolved,1.2,1.0
BPS-04382,Motor Registry,Number Plate,Digital,Molepolole,MTR-015,2022-11-08,2022-11-10,5,2.4,1,0.0,0,Resolved,0.8,
BPS-03892,Works,Asset Management,Digital,Molepolole,WRK-004,2023-02-20,2023-03-04,14,12.1,1,0.0,0,Resolved,1.1,4.1
BPS-00765,Health,Specialist Referral,In-Person,Serowe,HLT-004,2024-12-12,2024-12-24,7,12.5,0,5.5,0,Resolved,1.2,2.2
BPS-02768,Social Welfare,Orphan Welfare,Digital,Serowe,SWL-005,2024-06-05,2024-06-23,21,18.0,1,0.0,0,Resolved,1.2,3.9
BPS-04329,Motor Registry,Vehicle Licensing,Post,Gaborone,MTR-015,2024-07-12,2024-07-17,5,5.9,0,0.9,0,Resolved,0.9,4.1
BPS-03296,Immigration,Border Documentation,In-Person,Kanye,IMG-005,2023-08-22,2023-09-05,30,14.9,1,0.0,0,Resolved,0.9,2.6
BPS-02195,BURS,Compliance Certificate,Digital,Kanye,BRS-006,2024-02-20,2024-02-23,10,3.7,1,0.0,0,Resolved,0.85,
BPS-02358,BURS,Assessment Dispute,In-Person,Francistown,BRS-008,2023-12-31,2024-01-11,10,11.5,0,1.5,0,Resolved,1.5,2.6
BPS-03426,Immigration,Permanent Residency,Phone,Molepolole,IMG-002,2025-01-15,2025-03-01,30,45.0,0,15.0,0,Resolved,1.4,
BPS-03980,Works,Utility Request,Phone,Francistown,WRK-004,2022-06-29,2022-07-04,14,5.5,1,0.0,0,Resolved,0.9,
BPS-00912,Education,Scholarship Application,In-Person,Gaborone,EDU-003,2024-09-02,2024-09-19,14,17.6,0,3.6,1,Resolved,1.4,2.3
BPS-03146,Immigration,Work Permit,Phone,Francistown,IMG-006,2022-12-22,2023-01-25,30,34.0,0,4.0,0,Resolved,1.2,
BPS-01000,Education,Scholarship Application,Digital,Kanye,EDU-008,2022-04-29,2022-05-11,14,12.5,1,0.0,0,Resolved,1.4,3.7
BPS-03654,Land Board,Land Certificate,In-Person,Palapye,LBD-004,2024-03-20,2024-04-28,21,39.4,0,18.4,1,Resolved,1.2,1.0
BPS-02484,BURS,Assessment Dispute,In-Person,Lobatse,BRS-011,2024-08-13,2024-08-21,10,8.5,1,0.0,0,Resolved,1.5,3.9
BPS-04077,Works,Asset Management,In-Person,Maun,WRK-008,2022-05-29,2022-06-10,14,12.5,1,0.0,0,Resolved,1.1,
BPS-02371,BURS,Assessment Dispute,Digital,Palapye,BRS-011,2024-01-30,2024-02-05,10,6.7,1,0.0,0,Resolved,1.5,4.7
BPS-04839,Motor Registry,Number Plate,In-Person,Palapye,MTR-003,2024-04-11,2024-04-14,5,3.1,1,0.0,0,Resolved,0.8,4.7
BPS-00034,Health,Facility Request,Digital,Francistown,HLT-010,2022-05-31,2022-06-01,7,1.2,1,0.0,0,Resolved,1.1,
BPS-03790,Land Board,Land Use Approval,Digital,Molepolole,LBD-004,2023-06-16,2023-09-05,21,81.0,0,60.0,0,Resolved,1.6,1.4
BPS-01021,Education,Scholarship Application,Phone,Kanye,EDU-002,2024-02-12,2024-03-01,14,18.8,0,4.8,0,Resolved,1.4,2.4
BPS-01648,Police,Case Registration,Digital,Palapye,POL-008,2025-01-20,2025-01-25,5,5.5,0,0.5,0,Resolved,1.1,3.4
BPS-00734,Health,Specialist Referral,Phone,Kanye,HLT-004,2023-12-24,2023-12-26,7,2.1,1,0.0,0,Resolved,1.2,3.7
BPS-04583,Motor Registry,Vehicle Licensing,Digital,Maun,MTR-013,2024-10-28,2024-10-30,5,2.4,1,0.0,0,Resolved,0.9,5.0
BPS-03275,Immigration,Border Documentation,In-Person,Francistown,IMG-007,2022-04-23,2022-05-11,30,18.0,1,0.0,0,Resolved,0.9,3.3
BPS-01621,Police,Document Request,Digital,Maun,POL-006,2023-10-08,2023-10-10,5,2.8,1,0.0,0,Resolved,0.75,
BPS-03136,Immigration,Work Permit,In-Person,Maun,IMG-006,2023-04-08,2023-05-14,30,36.8,0,6.8,1,Resolved,1.2,1.3
BPS-02690,Social Welfare,Orphan Welfare,Digital,Maun,SWL-001,2023-05-13,2023-06-02,21,20.4,1,0.0,0,Resolved,1.2,4.0
BPS-02708,Social Welfare,Social Grant,Digital,Francistown,SWL-005,2023-06-12,2023-06-23,21,11.6,1,0.0,0,Resolved,1.0,3.6
BPS-00298,Health,Specialist Referral,In-Person,Palapye,HLT-006,2023-02-28,2023-03-07,7,7.6,0,0.6,1,Resolved,1.2,2.2
BPS-02340,BURS,Compliance Certificate,In-Person,Kanye,BRS-010,2023-02-21,2023-02-28,10,7.5,1,0.0,0,Resolved,0.85,4.3
BPS-00654,Health,Facility Request,In-Person,Palapye,HLT-011,2024-08-21,2024-08-24,7,3.3,1,0.0,0,Resolved,1.1,4.3
BPS-03775,Land Board,Land Certificate,In-Person,Maun,LBD-004,2023-01-29,2023-02-18,21,20.1,1,0.0,0,Resolved,1.2,3.4
BPS-01256,Education,School Admin,In-Person,Maun,EDU-007,2024-05-30,2024-06-03,14,4.5,1,0.0,0,Resolved,0.8,
BPS-04521,Motor Registry,Vehicle Licensing,Digital,Palapye,MTR-007,2022-07-21,2022-07-22,5,1.0,1,0.0,0,Resolved,0.9,4.7
BPS-00231,Health,Patient Query,In-Person,Gaborone,HLT-011,2022-07-03,2022-07-05,7,2.4,1,0.0,0,Resolved,0.7,3.8
BPS-03277,Immigration,Citizenship Application,In-Person,Serowe,IMG-002,2023-01-30,2023-03-29,30,58.6,0,28.6,1,Resolved,1.6,
BPS-03231,Immigration,Border Documentation,Post,Francistown,IMG-001,2022-09-16,2022-10-10,30,24.4,1,0.0,0,Resolved,0.9,2.6
BPS-00692,Health,Facility Request,In-Person,Lobatse,HLT-001,2023-06-27,2023-07-07,7,10.8,0,3.8,0,Resolved,1.1,
BPS-02755,Social Welfare,Old Age Pension,In-Person,Gaborone,SWL-008,2024-09-24,2024-10-11,21,17.9,1,0.0,0,Resolved,1.1,3.9
BPS-04864,Motor Registry,Driver Licence,In-Person,Maun,MTR-007,2022-05-05,2022-05-06,5,1.0,1,0.0,0,Resolved,0.95,4.8
BPS-00970,Education,Scholarship Application,Digital,Serowe,EDU-002,2024-10-07,2024-10-10,14,3.5,1,0.0,0,Resolved,1.4,
BPS-00634,Health,Specialist Referral,Digital,Gaborone,HLT-004,2022-08-31,2022-09-05,7,5.5,1,0.0,0,Resolved,1.2,
BPS-04093,Works,Utility Request,In-Person,Kanye,WRK-005,2024-05-05,2024-05-14,14,9.2,1,0.0,0,Resolved,0.9,3.6
BPS-04078,Works,Asset Management,In-Person,Kanye,WRK-009,2022-08-24,2022-08-26,14,2.7,1,0.0,0,Resolved,1.1,4.0
BPS-01322,Education,School Admin,In-Person,Palapye,EDU-005,2024-02-11,2024-02-22,14,11.0,1,0.0,0,Resolved,0.8,4.3
BPS-01832,Police,Document Request,In-Person,Lobatse,POL-011,2023-11-23,2023-11-28,5,5.2,0,0.2,0,Resolved,0.75,2.7
BPS-02179,BURS,Compliance Certificate,Phone,Palapye,BRS-007,2022-03-25,2022-04-04,10,10.5,0,0.5,0,Resolved,0.85,
BPS-01418,Education,Scholarship Application,In-Person,Maun,EDU-003,2023-08-22,2023-09-09,14,18.3,0,4.3,0,Resolved,1.4,2.6
BPS-01783,Police,Document Request,In-Person,Molepolole,POL-009,2023-08-24,2023-08-25,5,1.4,1,0.0,0,Resolved,0.75,3.9
BPS-04716,Motor Registry,Vehicle Licensing,Digital,Maun,MTR-008,2024-03-10,2024-03-11,5,1.5,1,0.0,0,Resolved,0.9,5.0
BPS-04702,Motor Registry,Roadworthy Certificate,In-Person,Kanye,MTR-004,2022-07-20,2022-07-21,5,1.0,1,0.0,0,Resolved,1.0,
BPS-04119,Works,Utility Request,In-Person,Lobatse,WRK-009,2022-05-15,2022-05-23,14,8.5,1,0.0,0,Resolved,0.9,
BPS-01653,Police,Clearance Certificate,Post,Serowe,POL-013,2024-03-22,2024-03-27,5,5.8,0,0.8,1,Resolved,0.85,2.3
BPS-01484,Police,Clearance Certificate,Digital,Maun,POL-009,2024-02-06,2024-02-08,5,2.8,1,0.0,0,Resolved,0.85,4.7
BPS-02276,BURS,VAT Filing,In-Person,Gaborone,BRS-006,2024-06-18,2024-06-22,10,4.9,1,0.0,0,Resolved,1.0,3.6
BPS-00878,Education,Scholarship Application,Digital,Kanye,EDU-006,2022-01-17,2022-01-30,14,13.3,1,0.0,0,Resolved,1.4,3.6
BPS-03526,Land Board,Consent to Transfer,In-Person,Kanye,LBD-001,2022-07-10,2022-08-17,21,38.0,0,17.0,1,Resolved,1.3,1.0
BPS-02017,BURS,Assessment Dispute,In-Person,Kanye,BRS-003,2024-06-13,2024-06-24,10,11.4,0,1.4,0,Resolved,1.5,3.5
BPS-00427,Health,Medical Certificate,In-Person,Molepolole,HLT-002,2024-06-28,2024-06-29,7,1.7,1,0.0,0,Resolved,0.8,4.3
BPS-00627,Health,Specialist Referral,In-Person,Gaborone,HLT-003,2023-12-16,2023-12-21,7,5.8,1,0.0,0,Resolved,1.2,4.2
BPS-01590,Police,Case Registration,In-Person,Francistown,POL-012,2022-01-08,2022-01-11,5,3.4,1,0.0,0,Resolved,1.1,
BPS-02224,BURS,VAT Filing,In-Person,Francistown,BRS-011,2024-12-24,2025-01-01,10,8.4,1,0.0,0,Resolved,1.0,4.3
BPS-02218,BURS,Compliance Certificate,In-Person,Serowe,BRS-011,2023-01-10,2023-01-16,10,6.0,1,0.0,0,Resolved,0.85,3.2
BPS-04484,Motor Registry,Vehicle Licensing,In-Person,Kanye,MTR-005,2022-04-28,2022-04-30,5,2.5,1,0.0,0,Resolved,0.9,5.0
BPS-01486,Police,Document Request,In-Person,Lobatse,POL-007,2024-03-09,2024-03-15,5,6.7,0,1.7,0,Resolved,0.75,2.0
BPS-01740,Police,Clearance Certificate,Digital,Serowe,POL-014,2023-05-25,2023-05-29,5,4.0,1,0.0,0,Resolved,0.85,
BPS-02481,BURS,Tax Registration,In-Person,Gaborone,BRS-005,2022-01-28,2022-02-02,10,5.9,1,0.0,0,Resolved,0.9,5.0
BPS-02585,Social Welfare,Orphan Welfare,In-Person,Lobatse,SWL-007,2023-04-26,2023-05-26,21,30.5,0,9.5,1,Resolved,1.2,2.4
BPS-02894,Social Welfare,Social Grant,Digital,Kanye,SWL-004,2023-05-19,2023-06-02,21,14.2,1,0.0,0,Resolved,1.0,4.2
BPS-00150,Health,Patient Query,In-Person,Molepolole,HLT-001,2022-02-08,2022-02-12,7,4.6,1,0.0,0,Resolved,0.7,4.0
BPS-00677,Health,Medical Certificate,Digital,Gaborone,HLT-005,2023-08-11,2023-08-12,7,1.1,1,0.0,0,Resolved,0.8,
BPS-01262,Education,Scholarship Application,In-Person,Francistown,EDU-009,2022-04-21,2022-05-07,14,16.0,0,2.0,0,Resolved,1.4,3.1
BPS-04918,Motor Registry,Number Plate,In-Person,Francistown,MTR-015,2023-11-15,2023-11-17,5,2.2,1,0.0,0,Resolved,0.8,4.6
BPS-00013,Health,Medical Certificate,Phone,Maun,HLT-002,2022-11-24,2022-11-29,7,5.3,1,0.0,0,Resolved,0.8,
BPS-01834,Police,Case Registration,Digital,Francistown,POL-008,2024-06-18,2024-06-21,5,3.9,1,0.0,0,Resolved,1.1,3.7
BPS-03249,Immigration,Work Permit,In-Person,Maun,IMG-005,2024-03-12,2024-04-15,30,34.1,0,4.1,1,Resolved,1.2,
BPS-01492,Police,Protection Service,In-Person,Lobatse,POL-008,2022-09-13,2022-09-23,5,10.8,0,5.8,1,Resolved,1.3,2.0
BPS-02728,Social Welfare,Orphan Welfare,Digital,Gaborone,SWL-004,2023-07-24,2023-08-16,21,23.2,0,2.2,0,Resolved,1.2,
BPS-03687,Land Board,Land Use Approval,Post,Gaborone,LBD-001,2023-02-10,2023-08-12,21,183.8,0,162.8,1,Resolved,1.6,1.1
BPS-01425,Education,Teacher Posting,Digital,Serowe,EDU-004,2024-07-23,2024-07-30,14,7.4,1,0.0,0,Resolved,1.3,5.0
BPS-04606,Motor Registry,Roadworthy Certificate,Phone,Palapye,MTR-013,2022-11-02,2022-11-04,5,2.5,1,0.0,0,Resolved,1.0,4.9
BPS-04596,Motor Registry,Driver Licence,Phone,Molepolole,MTR-007,2024-07-07,2024-07-10,5,3.4,1,0.0,0,Resolved,0.95,5.0
BPS-00732,Health,Medical Certificate,In-Person,Palapye,HLT-006,2022-03-25,2022-03-27,7,2.2,1,0.0,0,Resolved,0.8,4.2
BPS-01232,Education,Teacher Posting,In-Person,Serowe,EDU-009,2024-09-02,2024-09-08,14,6.1,1,0.0,0,Resolved,1.3,
BPS-01635,Police,Document Request,Phone,Serowe,POL-011,2023-09-14,2023-09-16,5,2.2,1,0.0,0,Resolved,0.75,4.0
BPS-03937,Works,Utility Request,Digital,Maun,WRK-003,2023-05-27,2023-06-07,14,11.9,1,0.0,0,Resolved,0.9,4.1
BPS-01211,Education,Scholarship Application,In-Person,Serowe,EDU-002,2024-02-13,2024-02-19,14,6.6,1,0.0,0,Resolved,1.4,3.3
BPS-03269,Immigration,Citizenship Application,Digital,Palapye,IMG-007,2022-11-07,2022-12-09,30,32.8,0,2.8,1,Resolved,1.6,2.5
BPS-01935,Police,Document Request,Digital,Maun,POL-008,2023-12-05,2023-12-08,5,3.0,1,0.0,0,Resolved,0.75,
BPS-00554,Health,Medical Certificate,Digital,Palapye,HLT-010,2023-07-12,2023-07-15,7,3.5,1,0.0,0,Resolved,0.8,3.9
BPS-00492,Health,Patient Query,In-Person,Serowe,HLT-011,2024-11-26,2024-12-04,7,8.2,0,1.2,0,Resolved,0.7,2.5
BPS-02963,Social Welfare,Old Age Pension,Digital,Serowe,SWL-001,2022-04-12,2022-04-24,21,12.6,1,0.0,0,Resolved,1.1,3.7
BPS-02330,BURS,Assessment Dispute,In-Person,Molepolole,BRS-008,2024-09-19,2024-10-05,10,16.7,0,6.7,0,Resolved,1.5,2.9
BPS-02196,BURS,VAT Filing,In-Person,Maun,BRS-005,2023-05-06,2023-05-10,10,4.7,1,0.0,0,Resolved,1.0,4.7
BPS-03065,Social Welfare,Old Age Pension,In-Person,Kanye,SWL-006,2022-08-05,2022-08-12,21,7.6,1,0.0,0,Resolved,1.1,3.8
BPS-00658,Health,Facility Request,In-Person,Maun,HLT-004,2024-09-14,2024-09-20,7,6.1,1,0.0,0,Resolved,1.1,4.2
BPS-02375,BURS,Assessment Dispute,Phone,Kanye,BRS-005,2022-07-22,2022-08-07,10,16.7,0,6.7,1,Resolved,1.5,1.7
BPS-02226,BURS,Assessment Dispute,Phone,Kanye,BRS-011,2022-11-01,2022-11-19,10,18.6,0,8.6,1,Resolved,1.5,2.4
BPS-04265,Works,Utility Request,Post,Serowe,WRK-009,2023-06-07,2023-06-20,14,13.5,1,0.0,0,Resolved,0.9,3.4
BPS-01171,Education,Teacher Posting,In-Person,Serowe,EDU-008,2022-07-08,2022-07-26,14,18.7,0,4.7,0,Resolved,1.3,3.2
BPS-00133,Health,Specialist Referral,Post,Lobatse,HLT-001,2024-07-27,2024-07-31,7,4.4,1,0.0,0,Resolved,1.2,3.9
BPS-00472,Health,Medical Certificate,Post,Gaborone,HLT-003,2022-05-15,2022-05-16,7,1.3,1,0.0,0,Resolved,0.8,
BPS-03226,Immigration,Border Documentation,Phone,Kanye,IMG-002,2024-09-09,2024-09-22,30,13.9,1,0.0,0,Resolved,0.9,2.9
BPS-01406,Education,School Admin,Digital,Gaborone,EDU-006,2024-03-08,2024-03-10,14,2.6,1,0.0,0,Resolved,0.8,4.1
BPS-02877,Social Welfare,Orphan Welfare,Digital,Molepolole,SWL-003,2023-04-09,2023-04-19,21,10.0,1,0.0,0,Resolved,1.2,4.0
BPS-04505,Motor Registry,Number Plate,In-Person,Maun,MTR-013,2024-07-22,2024-07-23,5,1.2,1,0.0,0,Resolved,0.8,5.0
BPS-04693,Motor Registry,Vehicle Licensing,Digital,Francistown,MTR-013,2024-10-06,2024-10-07,5,1.0,1,0.0,0,Resolved,0.9,5.0
BPS-02827,Social Welfare,Destitute Support,In-Person,Lobatse,SWL-004,2022-03-11,2022-04-15,21,35.0,0,14.0,1,Resolved,1.3,1.7
BPS-00288,Health,Facility Request,In-Person,Molepolole,HLT-010,2023-11-06,2023-11-13,7,7.8,0,0.8,0,Resolved,1.1,2.9
BPS-01870,Police,Protection Service,Phone,Gaborone,POL-001,2023-01-31,2023-02-04,5,4.2,1,0.0,0,Resolved,1.3,3.8
BPS-03115,Immigration,Work Permit,Digital,Palapye,IMG-005,2024-10-12,2024-11-06,30,25.1,1,0.0,0,Resolved,1.2,4.3
BPS-03626,Land Board,Land Allocation,Post,Palapye,LBD-003,2022-02-13,2022-04-13,21,59.9,0,38.9,1,Resolved,1.5,1.0
BPS-02313,BURS,Compliance Certificate,In-Person,Gaborone,BRS-002,2023-10-21,2023-10-28,10,7.0,1,0.0,0,Resolved,0.85,
BPS-04924,Motor Registry,Number Plate,In-Person,Molepolole,MTR-007,2022-10-12,2022-10-16,5,4.7,1,0.0,0,Resolved,0.8,5.0
BPS-01619,Police,Protection Service,Digital,Maun,POL-009,2024-06-28,2024-07-01,5,3.1,1,0.0,0,Resolved,1.3,4.0
BPS-00995,Education,School Admin,Phone,Gaborone,EDU-008,2024-02-21,2024-02-25,14,4.7,1,0.0,0,Resolved,0.8,4.2
BPS-01804,Police,Document Request,In-Person,Palapye,POL-004,2023-02-16,2023-02-17,5,1.0,1,0.0,0,Resolved,0.75,3.6
BPS-02643,Social Welfare,Destitute Support,Digital,Serowe,SWL-006,2022-05-29,2022-06-08,21,10.5,1,0.0,0,Resolved,1.3,3.6
BPS-04803,Motor Registry,Roadworthy Certificate,In-Person,Francistown,MTR-008,2024-05-10,2024-05-12,5,2.5,1,0.0,0,Resolved,1.0,
BPS-03536,Land Board,Consent to Transfer,Digital,Lobatse,LBD-004,2022-11-14,2023-01-23,21,70.2,0,49.2,1,Resolved,1.3,1.9
BPS-04832,Motor Registry,Number Plate,In-Person,Serowe,MTR-004,2024-09-12,2024-09-13,5,1.7,1,0.0,0,Resolved,0.8,
BPS-03912,Works,Asset Management,In-Person,Kanye,WRK-008,2022-08-05,2022-08-18,14,13.8,1,0.0,0,Resolved,1.1,4.1
BPS-02108,BURS,Tax Registration,In-Person,Lobatse,BRS-012,2024-01-21,2024-01-30,10,9.2,1,0.0,0,Resolved,0.9,4.4
BPS-03045,Social Welfare,Social Grant,Phone,Maun,SWL-005,2022-07-29,2022-08-18,21,20.3,1,0.0,0,Resolved,1.0,
BPS-00417,Health,Medical Certificate,In-Person,Francistown,HLT-004,2024-02-21,2024-02-28,7,7.7,0,0.7,0,Resolved,0.8,
BPS-00978,Education,Student Enrollment,Phone,Serowe,EDU-004,2024-02-07,2024-02-08,14,1.4,1,0.0,0,Resolved,0.9,
BPS-02418,BURS,Assessment Dispute,In-Person,Palapye,BRS-002,2023-05-14,2023-05-29,10,15.6,0,5.6,0,Resolved,1.5,
BPS-00506,Health,Facility Request,In-Person,Molepolole,HLT-008,2023-12-19,2023-12-22,7,3.8,1,0.0,0,Resolved,1.1,3.7
BPS-04153,Works,Utility Request,In-Person,Gaborone,WRK-001,2024-06-16,2024-06-27,14,11.0,1,0.0,0,Resolved,0.9,3.8
BPS-04256,Works,Utility Request,In-Person,Gaborone,WRK-003,2023-02-12,2023-03-01,14,17.1,0,3.1,0,Resolved,0.9,
BPS-03942,Works,Property Maintenance,Phone,Lobatse,WRK-003,2022-08-07,2022-08-23,14,16.0,0,2.0,0,Resolved,1.0,
BPS-00415,Health,Patient Query,Digital,Kanye,HLT-004,2023-04-03,2023-04-06,7,3.5,1,0.0,0,Resolved,0.7,4.0
BPS-04149,Works,Property Maintenance,Digital,Palapye,WRK-004,2022-11-14,2022-11-21,14,7.7,1,0.0,0,Resolved,1.0,
BPS-01184,Education,Student Enrollment,In-Person,Lobatse,EDU-007,2023-07-17,2023-07-20,14,3.6,1,0.0,0,Resolved,0.9,
BPS-00486,Health,Patient Query,In-Person,Maun,HLT-002,2022-06-17,2022-06-19,7,2.4,1,0.0,0,Resolved,0.7,
BPS-00894,Education,School Admin,Phone,Maun,EDU-003,2024-10-30,2024-11-10,14,11.0,1,0.0,0,Resolved,0.8,3.6
BPS-00806,Health,Patient Query,Digital,Gaborone,HLT-003,2024-09-22,2024-09-24,7,2.7,1,0.0,0,Resolved,0.7,4.2
BPS-00556,Health,Medical Certificate,In-Person,Gaborone,HLT-003,2024-10-07,2024-10-11,7,4.2,1,0.0,0,Resolved,0.8,4.4
BPS-03826,Land Board,Land Allocation,In-Person,Maun,LBD-001,2024-09-22,2025-01-05,21,105.0,0,84.0,1,Resolved,1.5,1.6
BPS-01198,Education,Teacher Posting,In-Person,Kanye,EDU-007,2022-04-19,2022-05-06,14,17.3,0,3.3,1,Resolved,1.3,2.4
BPS-04254,Works,Property Maintenance,Phone,Gaborone,WRK-007,2023-05-18,2023-05-25,14,7.2,1,0.0,0,Resolved,1.0,4.5
BPS-04059,Works,Utility Request,Post,Palapye,WRK-002,2024-01-09,2024-01-27,14,18.5,0,4.5,1,Resolved,0.9,
BPS-01294,Education,Scholarship Application,Post,Serowe,EDU-002,2023-09-01,2023-09-27,14,26.4,0,12.4,0,Resolved,1.4,2.8
BPS-02222,BURS,VAT Filing,In-Person,Molepolole,BRS-006,2022-04-28,2022-05-02,10,4.5,1,0.0,0,Resolved,1.0,4.7
BPS-03505,Land Board,Land Allocation,Post,Molepolole,LBD-002,2022-04-19,2022-07-02,21,74.3,0,53.3,1,Resolved,1.5,1.0
BPS-03655,Land Board,Land Allocation,In-Person,Lobatse,LBD-005,2024-10-17,2025-01-03,21,78.2,0,57.2,1,Resolved,1.5,1.0
BPS-04759,Motor Registry,Roadworthy Certificate,In-Person,Palapye,MTR-006,2025-01-08,2025-01-10,5,2.4,1,0.0,0,Resolved,1.0,4.2
BPS-03007,Social Welfare,Social Grant,In-Person,Francistown,SWL-003,2024-05-01,2024-05-21,21,20.9,1,0.0,0,Resolved,1.0,3.8
BPS-02094,BURS,Tax Registration,In-Person,Gaborone,BRS-012,2024-06-11,2024-06-12,10,1.8,1,0.0,0,Resolved,0.9,4.5
BPS-02188,BURS,Assessment Dispute,Post,Kanye,BRS-003,2022-04-28,2022-05-11,10,13.0,0,3.0,0,Resolved,1.5,3.1
BPS-03037,Social Welfare,Orphan Welfare,Digital,Kanye,SWL-001,2022-08-02,2022-08-15,21,13.7,1,0.0,0,Resolved,1.2,4.4
BPS-03919,Works,Infrastructure Defect,Phone,Serowe,WRK-008,2022-03-23,2022-04-10,14,18.5,0,4.5,1,Resolved,1.2,2.4
BPS-01273,Education,Student Enrollment,Post,Serowe,EDU-008,2024-04-16,2024-04-25,14,9.6,1,0.0,0,Resolved,0.9,4.4
BPS-00291,Health,Specialist Referral,Digital,Maun,HLT-009,2022-02-25,2022-03-02,7,5.7,1,0.0,0,Resolved,1.2,4.2
BPS-04828,Motor Registry,Vehicle Licensing,Digital,Francistown,MTR-001,2023-10-25,2023-10-26,5,1.5,1,0.0,0,Resolved,0.9,5.0
BPS-00253,Health,Specialist Referral,Digital,Palapye,HLT-007,2023-04-25,2023-05-03,7,8.9,0,1.9,0,Resolved,1.2,
BPS-03246,Immigration,Border Documentation,In-Person,Francistown,IMG-001,2024-04-01,2024-05-02,30,31.7,0,1.7,0,Resolved,0.9,
BPS-00351,Health,Patient Query,In-Person,Molepolole,HLT-004,2024-02-02,2024-02-05,7,3.4,1,0.0,0,Resolved,0.7,4.2
BPS-01188,Education,Student Enrollment,Post,Lobatse,EDU-001,2022-03-30,2022-04-12,14,13.7,1,0.0,0,Resolved,0.9,
BPS-01962,Police,Clearance Certificate,Phone,Palapye,POL-008,2023-10-20,2023-10-23,5,3.5,1,0.0,0,Resolved,0.85,5.0
BPS-00423,Health,Facility Request,Digital,Maun,HLT-005,2022-05-14,2022-05-18,7,4.6,1,0.0,0,Resolved,1.1,4.0
BPS-00091,Health,Patient Query,In-Person,Lobatse,HLT-008,2024-04-04,2024-04-09,7,5.6,1,0.0,0,Resolved,0.7,3.8
BPS-03730,Land Board,Land Use Approval,Phone,Molepolole,LBD-005,2024-09-16,2024-09-25,21,9.2,1,0.0,0,Resolved,1.6,2.7
BPS-02237,BURS,Compliance Certificate,Post,Palapye,BRS-012,2025-01-20,2025-01-28,10,8.0,1,0.0,0,Resolved,0.85,4.3
BPS-00671,Health,Medical Certificate,Digital,Lobatse,HLT-004,2024-04-21,2024-04-27,7,6.7,1,0.0,0,Resolved,0.8,
BPS-03041,Social Welfare,Destitute Support,In-Person,Molepolole,SWL-007,2024-06-21,2024-07-17,21,26.9,0,5.9,0,Resolved,1.3,2.1
BPS-00027,Health,Medical Certificate,Phone,Maun,HLT-004,2024-04-12,2024-04-13,7,1.3,1,0.0,0,Resolved,0.8,4.0
BPS-00430,Health,Patient Query,Phone,Kanye,HLT-004,2024-04-19,2024-04-20,7,1.0,1,0.0,0,Resolved,0.7,4.1
BPS-00684,Health,Medical Certificate,In-Person,Kanye,HLT-009,2024-06-03,2024-06-08,7,5.0,1,0.0,0,Resolved,0.8,3.6
BPS-04464,Motor Registry,Number Plate,Digital,Kanye,MTR-015,2024-03-24,2024-03-25,5,1.0,1,0.0,0,Resolved,0.8,
BPS-03946,Works,Utility Request,Digital,Kanye,WRK-001,2022-12-30,2023-01-09,14,10.9,1,0.0,0,Resolved,0.9,
BPS-03524,Land Board,Land Certificate,Digital,Molepolole,LBD-005,2023-10-21,2023-12-23,21,63.8,0,42.8,1,Resolved,1.2,1.0
