property_id,city,suburb,property_type,transaction_type,agent,bedrooms,bathrooms,floor_area_sqm,plot_size_sqm,age_years,has_pool,has_garage,is_gated_community,true_market_value,listed_price,sale_price,monthly_rent_bwp,rental_yield_pct,pricing_error_pct,commission_earned_bwp,commission_lost_bwp,listing_date,closed_date,days_on_market,viewings_count,referral_source,client_satisfaction,deal_status
PPG-00112,Francistown,Monarch,Retail Space,Sale,Agent_Kabo,0,0,282,1281,13,0,0,1,2932000.0,2588000.0,2880000.0,0.0,0.0,-11.73,144000.0,17200.0,2024-07-28,2025-02-01,188,20,Cold Call,3.8,Closed
PPG-00113,Maun,Sedie Ward,Townhouse,Rental,Agent_Lesego,3,2,585,1318,29,1,0,0,2777142.857142857,16200.0,16200.0,16200.0,7.0,0.0,16200.0,0.0,2024-07-27,2024-08-22,26,5,Online Listing,,Closed
PPG-00114,Gaborone,Mogoditshane,House,Rental,Agent_Lesego,3,2,216,701,21,1,0,1,2982857.1428571427,17400.0,17400.0,17400.0,7.0,0.0,17400.0,0.0,2024-12-11,2024-12-30,19,6,Agent Network,4.0,Closed
PPG-00115,Gaborone,Block 9,Apartment,Rental,Agent_Mpho,2,1,120,1373,2,0,0,0,977142.857142857,5700.0,5700.0,5700.0,7.0,0.0,5700.0,0.0,2024-02-19,2024-02-22,3,1,Agent Network,3.5,Closed
PPG-00116,Maun,Matlapana,House,Rental,Agent_Mpho,3,2,121,1565,30,0,1,0,2571428.5714285714,15000.0,15000.0,15000.0,7.0,0.0,15000.0,0.0,2024-01-18,2024-02-23,36,7,Online Listing,3.0,Closed
PPG-00117,Maun,Sedie Ward,Plot,Sale,Agent_Gomolemo,0,0,0,519,6,0,0,0,105000.0,105000.0,100000.0,0.0,0.0,0.0,5000.0,0.0,2024-08-19,2024-11-10,83,13,Walk-in,4.3,Closed
PPG-00118,Gaborone,Tlokweng,Plot,Sale,Agent_Tshepho,0,0,0,1431,30,0,0,1,253000.0,253000.0,253000.0,0.0,0.0,0.0,12650.0,0.0,2024-06-24,2024-07-22,28,5,Agent Network,3.7,Closed
PPG-00119,Gaborone,Extension 14,House,Sale,Agent_Mpho,5,4,546,855,2,0,0,1,3878000.0,3651000.0,3868000.0,0.0,0.0,-5.85,193400.0,11350.0,2024-03-19,2024-07-04,107,14,Referral,3.8,Closed
PPG-00120,Maun,Boseja,Plot,Sale,Agent_Gomolemo,0,0,0,1918,5,0,0,0,124000.0,123000.0,123000.0,0.0,0.0,-0.81,6150.0,50.0,2024-01-31,2024-07-18,169,19,Online Listing,3.7,Closed
PPG-00121,Francistown,Tati Siding,Apartment,Rental,Agent_Boago,1,1,362,1934,15,0,0,0,977142.857142857,5700.0,5700.0,5700.0,7.0,0.0,5700.0,0.0,2024-06-06,2024-07-03,27,7,Referral,3.7,Closed
PPG-00122,Gaborone,Phakalane,Townhouse,Rental,Agent_Tshepho,3,2,164,571,5,1,1,0,1971428.5714285711,11500.0,11500.0,11500.0,7.0,0.0,11500.0,0.0,2024-01-27,2024-02-04,8,4,Online Listing,,Closed
PPG-00123,Maun,Boseja,Retail Space,Sale,Agent_Tshepho,0,0,358,1147,24,0,0,0,3066000.0,3100000.0,2913000.0,0.0,0.0,1.11,145650.0,0.0,2024-06-20,2024-10-16,118,14,Online Listing,,Closed
PPG-00124,Gaborone,Block 9,Townhouse,Rental,Agent_Mpho,5,4,260,1237,6,1,1,1,2794285.714285714,16300.0,16300.0,16300.0,7.0,0.0,16300.0,0.0,2025-01-24,2025-02-17,24,4,Agent Network,4.6,Closed
PPG-00125,Maun,Sedie Ward,Apartment,Rental,Agent_Lesego,5,4,265,1281,20,0,0,1,1474285.714285714,8600.0,8600.0,8600.0,7.0,0.0,8600.0,0.0,2024-11-22,2024-12-13,21,6,Agent Network,3.7,Closed
PPG-00126,Francistown,Tati Siding,Townhouse,Sale,Agent_Kabo,5,4,244,1696,35,1,0,0,455000.0,462000.0,437000.0,0.0,0.0,1.54,21850.0,0.0,2024-09-15,2025-03-09,175,22,Referral,3.8,Closed
PPG-00127,Francistown,Tati Siding,Commercial Office,Rental,Agent_Tshepho,0,0,97,1919,23,0,0,0,7148571.428571428,41700.0,41700.0,41700.0,7.0,0.0,41700.0,0.0,2024-03-28,2024-04-06,9,5,Referral,3.3,Closed
PPG-00128,Maun,Matlapana,Commercial Office,Rental,Agent_Boago,0,0,399,1930,27,0,1,1,4285714.285714285,25000.0,25000.0,25000.0,7.0,0.0,25000.0,0.0,2024-08-14,2024-09-14,31,6,Online Listing,4.4,Closed
PPG-00129,Maun,Sedie Ward,Apartment,Sale,Agent_Lesego,4,3,167,905,26,0,0,0,167000.0,164000.0,158000.0,0.0,0.0,-1.8,7900.0,150.0,2025-04-08,,88,10,Walk-in,,Active
PPG-00130,Maun,Matlapana,House,Rental,Agent_Gomolemo,1,1,228,1816,15,0,0,1,2605714.2857142854,15200.0,15200.0,15200.0,7.0,0.0,15200.0,0.0,2025-04-18,2025-05-05,17,6,Agent Network,,Closed
PPG-00131,Maun,Sedie Ward,Plot,Sale,Agent_Tshepho,0,0,0,1810,12,0,0,0,103000.0,104000.0,101000.0,0.0,0.0,0.97,5050.0,0.0,2025-01-09,2025-04-09,90,12,Referral,,Closed
PPG-00132,Maun,Boseja,Commercial Office,Rental,Agent_Boago,0,0,457,1551,25,0,0,1,9085714.285714285,53000.0,53000.0,53000.0,7.0,0.0,53000.0,0.0,2024-06-25,2024-07-17,22,6,Cold Call,,Closed
PPG-00133,Gaborone,Block 9,House,Rental,Agent_Mpho,1,1,247,1064,9,0,1,1,2485714.2857142854,14500.0,14500.0,14500.0,7.0,0.0,14500.0,0.0,2024-07-09,2024-08-12,34,8,Cold Call,4.9,Closed
PPG-00134,Gaborone,Extension 14,Apartment,Rental,Agent_Tshepho,2,1,251,944,28,0,0,0,2194285.714285714,12800.0,12800.0,12800.0,7.0,0.0,12800.0,0.0,2024-01-10,2024-02-13,34,4,Referral,4.9,Closed
PPG-00135,Maun,Sedie Ward,Plot,Sale,Agent_Tshepho,0,0,0,1151,28,0,0,0,105000.0,105000.0,105000.0,0.0,0.0,0.0,5250.0,0.0,2024-02-01,2024-04-04,63,6,Online Listing,,Closed
PPG-00136,Maun,Boseja,Apartment,Rental,Agent_Gomolemo,5,4,567,1425,32,0,0,1,1028571.4285714285,6000.0,6000.0,6000.0,7.0,0.0,6000.0,0.0,2025-01-10,2025-02-16,37,8,Walk-in,3.4,Closed
PPG-00137,Francistown,Monarch,Warehouse,Sale,Agent_Gomolemo,0,0,364,366,28,0,1,0,4390000.0,4517000.0,4314000.0,0.0,0.0,2.89,215700.0,0.0,2025-03-14,2025-05-02,49,5,Cold Call,4.6,Closed
PPG-00138,Gaborone,Block 9,Commercial Office,Sale,Agent_Lesego,0,0,391,1741,18,0,1,1,4733000.0,4541000.0,4736000.0,0.0,0.0,-4.06,236800.0,9600.0,2024-05-09,2024-06-18,40,5,Referral,4.7,Closed
PPG-00139,Maun,Boseja,Plot,Sale,Agent_Mpho,0,0,0,1585,26,0,0,1,110000.0,110000.0,110000.0,0.0,0.0,0.0,5500.0,0.0,2024-04-05,2024-07-24,110,16,Cold Call,,Closed
PPG-00140,Francistown,Tati Siding,Plot,Sale,Agent_Lesego,0,0,0,1885,5,0,0,0,148000.0,142000.0,142000.0,0.0,0.0,-4.05,7100.0,300.0,2024-10-17,2025-01-18,93,13,Cold Call,,Closed
PPG-00141,Francistown,Gerald Estate,Warehouse,Sale,Agent_Gomolemo,0,0,107,503,29,0,1,0,1293000.0,1273000.0,1295000.0,0.0,0.0,-1.55,64750.0,1000.0,2024-10-07,2024-11-06,30,5,Online Listing,,Closed
PPG-00142,Maun,Sedie Ward,Apartment,Rental,Agent_Kabo,3,2,299,1179,5,0,0,0,857142.857142857,5000.0,5000.0,5000.0,7.0,0.0,5000.0,0.0,2025-05-03,2025-05-10,7,4,Referral,,Closed
PPG-00143,Maun,Boseja,House,Rental,Agent_Kabo,1,1,492,1721,8,0,1,1,3719999.9999999995,21700.0,21700.0,21700.0,7.0,0.0,21700.0,0.0,2024-04-15,2024-05-08,23,4,Online Listing,,Closed
PPG-00144,Gaborone,Mogoditshane,House,Sale,Agent_Neo,5,4,228,1201,22,0,0,1,941000.0,960000.0,948000.0,0.0,0.0,2.02,47400.0,0.0,2024-11-18,2024-12-30,42,6,Referral,3.5,Closed
PPG-00145,Maun,Sedie Ward,Warehouse,Rental,Agent_Neo,0,0,87,1648,19,0,1,0,5365714.285714285,31300.0,31300.0,31300.0,7.0,0.0,31300.0,0.0,2025-02-05,2025-02-26,21,3,Walk-in,3.2,Closed
PPG-00146,Francistown,Monarch,Commercial Office,Rental,Agent_Kabo,0,0,384,570,24,0,0,0,5382857.142857143,31400.0,31400.0,31400.0,7.0,0.0,31400.0,0.0,2024-06-25,2024-07-28,33,3,Walk-in,3.0,Closed
PPG-00147,Gaborone,Phakalane,House,Rental,Agent_Gomolemo,5,4,353,1587,32,0,1,0,3239999.9999999995,18900.0,18900.0,18900.0,7.0,0.0,18900.0,0.0,2024-06-05,2024-06-25,20,4,Walk-in,,Closed
PPG-00148,Gaborone,Mogoditshane,Commercial Office,Rental,Agent_Lesego,0,0,127,935,27,0,0,0,3017142.857142857,17600.0,17600.0,17600.0,7.0,0.0,17600.0,0.0,2024-03-29,2024-04-28,30,6,Walk-in,3.1,Closed
PPG-00149,Maun,Sedie Ward,Warehouse,Sale,Agent_Boago,0,0,182,325,8,0,0,1,3011000.0,3059000.0,3017000.0,0.0,0.0,1.59,150850.0,0.0,2024-01-31,2024-05-02,92,11,Agent Network,3.5,Closed
PPG-00150,Maun,Sedie Ward,House,Rental,Agent_Tshepho,5,4,428,413,31,0,1,1,3617142.857142857,21100.0,21100.0,21100.0,7.0,0.0,21100.0,0.0,2024-04-28,2024-05-15,17,1,Cold Call,,Closed
PPG-00151,Gaborone,Broadhurst,House,Rental,Agent_Tshepho,4,3,213,666,2,0,0,0,2588571.428571428,15100.0,15100.0,15100.0,7.0,0.0,15100.0,0.0,2024-11-25,2024-12-13,18,6,Agent Network,4.7,Closed
PPG-00152,Maun,Boseja,House,Sale,Agent_Neo,2,1,288,1947,33,0,0,1,468000.0,422000.0,450000.0,0.0,0.0,-9.83,22500.0,2300.0,2024-09-05,2025-03-01,177,18,Agent Network,4.1,Closed
PPG-00153,Gaborone,Mogoditshane,House,Sale,Agent_Tshepho,2,1,414,1602,0,0,1,0,1777000.0,1749000.0,1759000.0,0.0,0.0,-1.58,87950.0,1400.0,2024-04-05,2024-04-23,18,5,Referral,4.8,Closed
PPG-00154,Francistown,Monarch,Commercial Office,Sale,Agent_Kabo,0,0,463,453,3,0,1,0,5627000.0,5201000.0,5319000.0,0.0,0.0,-7.57,265950.0,21300.0,2024-07-26,2024-10-02,68,6,Cold Call,,Closed
PPG-00155,Gaborone,Riverwalk,Plot,Sale,Agent_Lesego,0,0,0,547,34,0,0,1,443000.0,443000.0,443000.0,0.0,0.0,0.0,22150.0,0.0,2025-04-07,,85,10,Agent Network,3.2,Active
PPG-00156,Maun,Boseja,Retail Space,Sale,Agent_Boago,0,0,280,971,9,0,1,1,2852000.0,2779000.0,2830000.0,0.0,0.0,-2.56,141500.0,3650.0,2024-09-12,2024-10-13,31,3,Agent Network,3.3,Closed
PPG-00157,Gaborone,Phakalane,Retail Space,Sale,Agent_Gomolemo,0,0,193,705,25,0,1,0,1725000.0,1717000.0,1637000.0,0.0,0.0,-0.46,81850.0,400.0,2024-12-05,2025-01-12,38,6,Walk-in,,Closed
PPG-00158,Maun,Boseja,Retail Space,Rental,Agent_Boago,0,0,568,360,24,0,0,1,3274285.714285714,19100.0,19100.0,19100.0,7.0,0.0,19100.0,0.0,2024-07-10,2024-07-30,20,5,Online Listing,3.1,Closed
PPG-00159,Maun,Sedie Ward,Apartment,Rental,Agent_Boago,4,3,481,1427,30,0,0,1,1285714.2857142857,7500.0,7500.0,7500.0,7.0,0.0,7500.0,0.0,2024-05-20,2024-06-18,29,7,Referral,4.1,Closed
PPG-00160,Maun,Sedie Ward,Retail Space,Rental,Agent_Kabo,0,0,427,1282,34,0,0,1,5262857.142857143,30700.0,30700.0,30700.0,7.0,0.0,30700.0,0.0,2024-11-25,2024-12-22,27,3,Online Listing,,Closed
PPG-00161,Maun,Matlapana,House,Rental,Agent_Gomolemo,1,1,543,1384,22,0,0,0,1662857.1428571427,9700.0,9700.0,9700.0,7.0,0.0,9700.0,0.0,2024-09-03,2024-09-23,20,7,Cold Call,,Closed
PPG-00162,Gaborone,CBD,Townhouse,Sale,Agent_Gomolemo,2,1,302,1513,20,0,0,0,917000.0,945000.0,894000.0,0.0,0.0,3.05,44700.0,0.0,2024-11-12,2025-01-02,51,5,Agent Network,,Closed
PPG-00163,Gaborone,Broadhurst,House,Rental,Agent_Neo,1,1,399,1557,12,0,1,1,3702857.1428571427,21600.0,21600.0,21600.0,7.0,0.0,21600.0,0.0,2024-11-27,2024-12-03,6,1,Walk-in,4.8,Closed
PPG-00164,Gaborone,Extension 14,Retail Space,Sale,Agent_Lesego,0,0,442,1742,25,0,0,1,3716000.0,3693000.0,3639000.0,0.0,0.0,-0.62,181950.0,1150.0,2024-12-31,2025-03-05,64,7,Cold Call,4.5,Closed
PPG-00165,Francistown,Somerset,Apartment,Sale,Agent_Boago,5,4,460,1878,2,0,0,1,1050000.0,1015000.0,1012000.0,0.0,0.0,-3.33,50600.0,1750.0,2024-11-23,2025-01-11,49,9,Walk-in,4.5,Closed
PPG-00166,Francistown,Tati Siding,House,Sale,Agent_Lesego,2,1,129,1017,16,0,0,1,306000.0,303000.0,305000.0,0.0,0.0,-0.98,15250.0,150.0,2024-08-18,2024-10-05,48,4,Agent Network,3.1,Closed
PPG-00167,Gaborone,Block 9,Townhouse,Sale,Agent_Kabo,3,2,234,1068,10,0,1,0,754000.0,740000.0,717000.0,0.0,0.0,-1.86,35850.0,700.0,2024-04-13,2024-07-13,91,10,Referral,4.1,Closed
PPG-00168,Maun,Sedie Ward,Townhouse,Rental,Agent_Boago,3,2,303,496,3,0,1,0,1302857.1428571427,7600.0,7600.0,7600.0,7.0,0.0,7600.0,0.0,2024-01-04,2024-02-03,30,5,Walk-in,4.3,Closed
PPG-00169,Francistown,Somerset,House,Sale,Agent_Kabo,2,1,358,467,30,0,1,1,936000.0,929000.0,897000.0,0.0,0.0,-0.75,44850.0,350.0,2025-04-21,,74,9,Referral,3.3,Active
PPG-00170,Maun,Sedie Ward,House,Rental,Agent_Kabo,5,4,483,1849,14,0,0,0,2588571.428571428,15100.0,15100.0,15100.0,7.0,0.0,15100.0,0.0,2025-05-01,2025-06-09,39,6,Referral,,Closed
PPG-00171,Francistown,Monarch,Commercial Office,Sale,Agent_Neo,0,0,183,1850,28,0,1,0,1986000.0,1926000.0,1983000.0,0.0,0.0,-3.02,99150.0,3000.0,2024-09-21,2024-12-18,88,8,Walk-in,3.8,Closed
PPG-00172,Francistown,Gerald Estate,Commercial Office,Sale,Agent_Tshepho,0,0,595,1900,26,0,1,1,6370000.0,6219000.0,6380000.0,0.0,0.0,-2.37,319000.0,7550.0,2025-02-24,2025-05-09,74,12,Agent Network,4.2,Closed
PPG-00173,Gaborone,Mogoditshane,Townhouse,Sale,Agent_Tshepho,5,4,471,379,25,0,1,1,1458000.0,1486000.0,1442000.0,0.0,0.0,1.92,72100.0,0.0,2024-04-10,2024-06-14,65,8,Referral,3.9,Closed
PPG-00174,Francistown,Gerald Estate,Warehouse,Sale,Agent_Tshepho,0,0,252,1204,13,0,0,0,3604000.0,3667000.0,3585000.0,0.0,0.0,1.75,179250.0,0.0,2024-01-30,2024-03-21,51,6,Referral,3.5,Closed
PPG-00175,Francistown,Monarch,Townhouse,Sale,Agent_Boago,3,2,437,1986,29,0,0,1,767000.0,743000.0,769000.0,0.0,0.0,-3.13,38450.0,1200.0,2024-04-02,2024-06-20,79,10,Walk-in,,Closed
PPG-00176,Maun,Matlapana,Retail Space,Sale,Agent_Mpho,0,0,271,851,26,0,1,0,2519000.0,2461000.0,2534000.0,0.0,0.0,-2.3,126700.0,2900.0,2024-10-08,2025-01-31,115,13,Agent Network,3.4,Closed
PPG-00177,Francistown,Tati Siding,Commercial Office,Sale,Agent_Kabo,0,0,583,1656,23,0,0,0,5740000.0,5719000.0,5778000.0,0.0,0.0,-0.37,288900.0,1050.0,2024-11-01,2024-12-26,55,9,Referral,4.8,Closed
PPG-00178,Maun,Boseja,Warehouse,Sale,Agent_Lesego,0,0,86,1642,31,0,0,1,1052000.0,1074000.0,1028000.0,0.0,0.0,2.09,51400.0,0.0,2025-05-02,,178,21,Online Listing,3.3,Active
PPG-00179,Maun,Sedie Ward,Apartment,Sale,Agent_Lesego,4,3,191,1817,16,0,0,0,227000.0,236000.0,220000.0,0.0,0.0,3.96,11000.0,0.0,2024-12-05,2025-03-17,102,14,Online Listing,,Closed
PPG-00180,Gaborone,Riverwalk,House,Sale,Agent_Gomolemo,4,3,259,1324,7,0,1,1,2099000.0,2092000.0,2020000.0,0.0,0.0,-0.33,101000.0,350.0,2024-07-03,2024-07-30,27,4,Agent Network,3.4,Closed
PPG-00181,Maun,Matlapana,House,Rental,Agent_Tshepho,2,1,232,1480,10,0,0,1,3154285.714285714,18400.0,18400.0,18400.0,7.0,0.0,18400.0,0.0,2025-03-15,2025-04-12,28,5,Agent Network,3.1,Closed
PPG-00182,Gaborone,Block 9,House,Sale,Agent_Lesego,1,1,64,1583,15,1,0,1,256000.0,245000.0,250000.0,0.0,0.0,-4.3,12500.0,550.0,2025-03-20,2025-04-30,41,7,Online Listing,3.4,Closed
PPG-00183,Francistown,Monarch,Apartment,Sale,Agent_Mpho,2,1,82,1507,32,0,0,1,108000.0,100000.0,107000.0,0.0,0.0,-7.41,5350.0,400.0,2024-01-21,2024-02-20,30,6,Agent Network,4.1,Closed
PPG-00184,Francistown,Somerset,Apartment,Sale,Agent_Boago,3,2,490,1655,6,0,0,0,899000.0,848000.0,852000.0,0.0,0.0,-5.67,42600.0,2550.0,2024-07-22,2025-02-20,213,25,Online Listing,3.7,Closed
PPG-00185,Francistown,Gerald Estate,Apartment,Rental,Agent_Kabo,2,1,552,977,15,0,0,1,1885714.2857142854,11000.0,11000.0,11000.0,7.0,0.0,11000.0,0.0,2024-04-23,2024-06-01,39,4,Agent Network,4.6,Closed
PPG-00186,Gaborone,Tlokweng,Townhouse,Sale,Agent_Boago,4,3,363,840,29,1,0,0,1191000.0,1224000.0,1131000.0,0.0,0.0,2.77,56550.0,0.0,2024-06-23,2024-09-22,91,12,Online Listing,3.5,Closed
PPG-00187,Maun,Matlapana,Townhouse,Rental,Agent_Gomolemo,2,1,176,1120,25,0,1,1,2811428.5714285714,16400.0,16400.0,16400.0,7.0,0.0,16400.0,0.0,2025-03-07,2025-04-20,44,4,Referral,,Closed
PPG-00188,Maun,Matlapana,Retail Space,Sale,Agent_Mpho,0,0,486,1509,30,0,0,0,3680000.0,3544000.0,3696000.0,0.0,0.0,-3.7,184800.0,6800.0,2024-04-25,2024-08-15,112,11,Agent Network,,Closed
PPG-00189,Maun,Boseja,House,Sale,Agent_Boago,3,2,591,1371,6,0,0,0,1328000.0,1237000.0,1295000.0,0.0,0.0,-6.85,64750.0,4550.0,2025-04-25,,228,25,Walk-in,3.7,Active
PPG-00190,Francistown,Monarch,Commercial Office,Rental,Agent_Mpho,0,0,472,1973,15,0,1,0,6994285.714285714,40800.0,40800.0,40800.0,7.0,0.0,40800.0,0.0,2024-03-31,2024-05-04,34,5,Agent Network,,Closed
PPG-00191,Francistown,Monarch,House,Rental,Agent_Tshepho,1,1,60,1991,5,0,0,0,3959999.9999999995,23100.0,23100.0,23100.0,7.0,0.0,23100.0,0.0,2024-07-30,2024-09-12,44,6,Agent Network,3.1,Closed
PPG-00192,Gaborone,Riverwalk,Townhouse,Rental,Agent_Neo,3,2,523,533,6,0,1,1,2759999.9999999995,16100.0,16100.0,16100.0,7.0,0.0,16100.0,0.0,2024-10-25,2024-12-02,38,5,Cold Call,3.1,Closed
PPG-00193,Gaborone,Riverwalk,Apartment,Rental,Agent_Gomolemo,1,1,320,1551,12,0,0,1,2297142.857142857,13400.0,13400.0,13400.0,7.0,0.0,13400.0,0.0,2025-02-06,2025-02-22,16,2,Agent Network,3.2,Closed
PPG-00194,Francistown,Monarch,Warehouse,Sale,Agent_Gomolemo,0,0,521,1236,32,0,1,0,6534000.0,6365000.0,6407000.0,0.0,0.0,-2.59,320350.0,8450.0,2024-05-11,2024-06-13,33,8,Agent Network,4.8,Closed
PPG-00195,Maun,Boseja,Plot,Sale,Agent_Neo,0,0,0,860,25,0,0,0,103000.0,105000.0,103000.0,0.0,0.0,1.94,5150.0,0.0,2024-08-10,2024-10-07,58,9,Referral,4.4,Closed
PPG-00196,Maun,Matlapana,Warehouse,Sale,Agent_Boago,0,0,575,1411,20,0,0,0,7805000.0,7717000.0,7567000.0,0.0,0.0,-1.13,378350.0,4400.0,2024-01-14,2024-06-02,140,14,Walk-in,3.1,Closed
PPG-00197,Gaborone,Broadhurst,Townhouse,Sale,Agent_Gomolemo,3,2,316,599,3,0,1,0,1157000.0,1163000.0,1107000.0,0.0,0.0,0.52,55350.0,0.0,2024-10-21,2025-04-16,177,20,Walk-in,4.9,Closed
PPG-00198,Maun,Boseja,Commercial Office,Sale,Agent_Kabo,0,0,317,715,28,0,0,0,3176000.0,3145000.0,3025000.0,0.0,0.0,-0.98,151250.0,1550.0,2024-03-17,2024-05-10,54,10,Referral,3.8,Closed
PPG-00199,Francistown,Gerald Estate,Commercial Office,Sale,Agent_Lesego,0,0,224,1496,16,0,1,0,2717000.0,2743000.0,2704000.0,0.0,0.0,0.96,135200.0,0.0,2025-01-01,2025-01-26,25,6,Online Listing,,Closed
PPG-00200,Gaborone,Extension 14,House,Sale,Agent_Gomolemo,4,3,473,488,22,1,1,1,2815000.0,2704000.0,2778000.0,0.0,0.0,-3.94,138900.0,5550.0,2025-04-01,2025-06-08,68,10,Cold Call,,Closed
PPG-00201,Gaborone,Block 9,Plot,Sale,Agent_Gomolemo,0,0,0,1090,16,0,0,0,244000.0,252000.0,233000.0,0.0,0.0,3.28,11650.0,0.0,2024-03-25,2024-04-25,31,7,Referral,4.3,Closed
PPG-00202,Gaborone,Broadhurst,Retail Space,Rental,Agent_Boago,0,0,166,721,34,0,0,0,6257142.857142856,36500.0,36500.0,36500.0,7.0,0.0,36500.0,0.0,2025-03-21,2025-05-04,44,9,Walk-in,3.0,Closed
PPG-00203,Maun,Boseja,House,Sale,Agent_Kabo,1,1,242,1926,16,0,0,1,404000.0,382000.0,397000.0,0.0,0.0,-5.45,19850.0,1100.0,2024-02-16,2024-03-22,35,3,Cold Call,,Closed
PPG-00204,Maun,Boseja,Commercial Office,Rental,Agent_Kabo,0,0,508,1081,25,0,0,1,3771428.571428571,22000.0,22000.0,22000.0,7.0,0.0,22000.0,0.0,2024-08-13,2024-08-24,11,5,Agent Network,,Closed
PPG-00205,Maun,Matlapana,Townhouse,Rental,Agent_Boago,1,1,204,552,2,1,0,0,2982857.1428571427,17400.0,17400.0,17400.0,7.0,0.0,17400.0,0.0,2024-11-08,2024-11-24,16,2,Online Listing,4.3,Closed
PPG-00206,Maun,Matlapana,Apartment,Sale,Agent_Mpho,5,4,318,697,7,0,0,1,526000.0,538000.0,497000.0,0.0,0.0,2.28,24850.0,0.0,2024-04-10,2024-06-06,57,8,Cold Call,3.7,Closed
PPG-00207,Maun,Sedie Ward,Apartment,Rental,Agent_Kabo,5,4,131,696,20,0,0,0,1371428.5714285714,8000.0,8000.0,8000.0,7.0,0.0,8000.0,0.0,2024-11-09,2024-12-19,40,8,Referral,4.6,Closed
PPG-00208,Francistown,Somerset,House,Sale,Agent_Lesego,2,1,506,866,23,1,0,0,1414000.0,1421000.0,1343000.0,0.0,0.0,0.5,67150.0,0.0,2024-07-20,2024-10-02,74,12,Walk-in,,Closed
PPG-00209,Gaborone,Extension 14,Warehouse,Rental,Agent_Kabo,0,0,277,375,35,0,1,0,8982857.142857142,52400.0,52400.0,52400.0,7.0,0.0,52400.0,0.0,2024-06-01,2024-06-27,26,3,Agent Network,4.2,Closed
PPG-00210,Francistown,Somerset,Plot,Sale,Agent_Neo,0,0,0,1112,23,0,0,0,163000.0,160000.0,164000.0,0.0,0.0,-1.84,8200.0,150.0,2024-05-29,2024-10-06,130,13,Online Listing,,Closed
PPG-00211,Francistown,Somerset,House,Rental,Agent_Lesego,2,1,103,1669,13,0,0,1,4045714.2857142854,23600.0,23600.0,23600.0,7.0,0.0,23600.0,0.0,2024-02-17,2024-02-22,5,1,Online Listing,4.0,Closed
PPG-00212,Francistown,Gerald Estate,Commercial Office,Sale,Agent_Neo,0,0,445,1638,24,0,1,0,4925000.0,4711000.0,4796000.0,0.0,0.0,-4.35,239800.0,10700.0,2024-01-07,2024-05-21,135,16,Referral,,Closed
PPG-00213,Gaborone,Extension 14,Warehouse,Sale,Agent_Lesego,0,0,213,682,10,0,1,0,3062000.0,3129000.0,3057000.0,0.0,0.0,2.19,152850.0,0.0,2024-01-23,2024-04-01,69,7,Walk-in,3.3,Closed
PPG-00214,Maun,Sedie Ward,House,Sale,Agent_Neo,1,1,230,828,11,0,1,0,412000.0,385000.0,401000.0,0.0,0.0,-6.55,20050.0,1350.0,2024-08-12,2025-02-02,174,18,Cold Call,4.0,Closed
PPG-00215,Gaborone,Block 9,Plot,Sale,Agent_Neo,0,0,0,770,24,0,0,1,226000.0,209000.0,222000.0,0.0,0.0,-7.52,11100.0,850.0,2024-02-09,2024-09-10,214,21,Walk-in,3.3,Closed
PPG-00216,Maun,Sedie Ward,Retail Space,Rental,Agent_Kabo,0,0,594,1161,23,0,0,0,4491428.571428571,26200.0,26200.0,26200.0,7.0,0.0,26200.0,0.0,2025-05-08,2025-06-04,27,6,Online Listing,4.8,Closed
PPG-00217,Maun,Sedie Ward,House,Sale,Agent_Tshepho,3,2,548,1868,14,0,1,0,1121000.0,1088000.0,1070000.0,0.0,0.0,-2.94,53500.0,1650.0,2024-11-19,2025-03-10,111,11,Online Listing,,Closed
PPG-00218,Maun,Sedie Ward,Townhouse,Rental,Agent_Lesego,5,4,434,1553,17,0,1,1,2245714.2857142854,13100.0,13100.0,13100.0,7.0,0.0,13100.0,0.0,2025-05-09,2025-05-23,14,5,Online Listing,3.5,Closed
PPG-00219,Francistown,Gerald Estate,Retail Space,Rental,Agent_Boago,0,0,201,1650,7,0,0,0,6017142.857142856,35100.0,35100.0,35100.0,7.0,0.0,35100.0,0.0,2024-06-14,2024-06-23,9,4,Referral,3.7,Closed
PPG-00220,Maun,Sedie Ward,Warehouse,Sale,Agent_Boago,0,0,224,1096,0,0,0,0,3568000.0,3603000.0,3454000.0,0.0,0.0,0.98,172700.0,0.0,2024-10-20,2025-03-28,159,16,Walk-in,3.9,Closed
PPG-00221,Gaborone,Extension 14,Townhouse,Sale,Agent_Mpho,5,4,582,1356,14,0,0,1,2595000.0,2414000.0,2442000.0,0.0,0.0,-6.97,122100.0,9050.0,2024-03-11,2024-04-25,45,8,Cold Call,4.9,Closed
PPG-00222,Francistown,Somerset,Commercial Office,Rental,Agent_Mpho,0,0,473,1477,0,0,1,0,3394285.714285714,19800.0,19800.0,19800.0,7.0,0.0,19800.0,0.0,2024-03-15,2024-04-19,35,5,Online Listing,4.6,Closed
PPG-00223,Francistown,Gerald Estate,Warehouse,Rental,Agent_Tshepho,0,0,555,1876,15,0,0,0,8142857.142857142,47500.0,47500.0,47500.0,7.0,0.0,47500.0,0.0,2025-04-16,2025-05-26,40,7,Walk-in,,Closed
